Machine Module,SSA3032X-R,3.2.2.6.0R7
Y Axis Scale,LOG
Y Axis Unit,dBμV
Impedance,50
Number of Points,751
PreAmp State,OFF
Ref Level,+5.000000000E+00
Attenuation,30.000000,Manual
Sweep Time,14523906.000000,Auto
Start Frequency,+0.000000000E+00
Stop Frequency,+2.000000000E+06
Average Type,Log Pwr
RBW,30.000000,Manual
VBW,30.000000,Auto
Sweep Type,Continuous
Sweep Mode,Speed
Sweep Rule,Auto
Trigger Source,Free Run
Trigger Level,+0.000000000E+00
Trigger Edge,Rise
Marker,1,2,3,4,5,6,7,8
Marker Type,Normal,Off,Off,Off,Off,Off,Off,Off
Marker on Trace,A,,,,,,,
Marker Read Out,Frequency,,,,,,,
Marker X Axis,21333.33333333,,,,,,,
Marker Ampt,6.10720313,,,,,,,
Trace Math,OFF
Trace Variable X,Trace A
Trace Variable Y,Trace B
Trace Variable Z,Trace C
Trace Name,Trace A
Trace Type,Clear Write
Trace Detector,Pos Peak
Trace Data
0,126.21
2667,56.87
5333,52.13
8000,53.08
10667,51.53
13333,51.96
16000,52.60
18667,76.78
21333,113.10
24000,60.20
26667,52.65
29333,54.87
32000,51.76
34667,52.86
37333,51.94
40000,84.47
42667,100.87
45333,51.37
48000,52.45
50667,52.87
53333,51.83
56000,52.56
58667,52.44
61333,100.84
64000,100.38
66667,53.96
69333,51.47
72000,51.50
74667,53.90
77333,54.19
80000,64.30
82667,98.58
85333,97.90
88000,54.21
90667,52.84
93333,51.30
96000,54.53
98667,53.88
101333,58.45
104000,96.93
106667,74.09
109333,53.80
112000,54.10
114667,54.01
117333,53.21
120000,54.04
122667,86.43
125333,95.60
128000,56.04
130667,54.36
133333,51.78
136000,52.98
138667,53.49
141333,51.72
144000,67.76
146667,84.88
149333,56.59
152000,53.32
154667,53.12
157333,54.24
160000,53.03
162667,55.06
165333,77.57
168000,91.76
170667,52.25
173333,54.23
176000,52.75
178667,54.81
181333,54.01
184000,71.61
186667,86.19
189333,56.94
192000,53.04
194667,52.36
197333,52.16
200000,52.47
202667,53.22
205333,68.00
208000,74.96
210667,85.54
213333,53.98
216000,54.06
218667,53.79
221333,52.13
224000,55.45
226667,70.54
229333,84.28
232000,54.55
234667,53.26
237333,51.57
240000,52.99
242667,54.27
245333,54.15
248000,62.77
250667,76.77
253333,75.42
256000,52.46
258667,53.16
261333,52.60
264000,52.82
266667,59.08
269333,71.70
272000,75.33
274667,53.13
277333,51.31
280000,52.81
282667,53.64
285333,58.97
288000,64.68
290667,63.18
293333,75.58
296000,78.10
298667,51.05
301333,51.87
304000,52.75
306667,51.71
309333,54.27
312000,72.34
314667,71.31
317333,51.95
320000,51.38
322667,51.55
325333,51.95
328000,64.38
330667,70.34
333333,74.03
336000,73.79
338667,76.87
341333,51.89
344000,50.97
346667,52.00
349333,49.81
352000,57.51
354667,66.61
357333,76.43
360000,52.35
362667,51.38
365333,51.86
368000,48.60
370667,55.13
373333,71.87
376000,71.51
378667,50.19
381333,50.49
384000,49.68
386667,48.71
389333,50.68
392000,48.56
394667,52.95
397333,66.06
400000,69.65
402667,48.54
405333,48.89
408000,50.50
410667,51.44
413333,59.58
416000,62.46
418667,69.40
421333,46.96
424000,48.30
426667,47.51
429333,47.61
432000,53.13
434667,59.84
437333,61.79
440000,58.10
442667,65.49
445333,62.73
448000,48.33
450667,48.61
453333,46.77
456000,55.58
458667,64.80
461333,63.84
464000,47.87
466667,46.26
469333,45.65
472000,47.30
474667,54.41
477333,60.96
480000,67.39
482667,58.43
485333,68.78
488000,68.15
490667,46.07
493333,47.28
496000,46.55
498667,55.14
501333,56.99
504000,69.09
506667,46.30
509333,44.23
512000,47.34
514667,48.05
517333,59.00
520000,63.21
522667,61.51
525333,43.24
528000,44.81
530667,55.78
533333,48.83
536000,51.89
538667,59.19
541333,61.73
544000,55.83
546667,69.64
549333,58.11
552000,44.48
554667,45.32
557333,46.31
560000,48.65
562667,56.25
565333,59.96
568000,43.66
570667,43.97
573333,44.47
576000,50.04
578667,56.77
581333,62.60
584000,66.01
586667,45.73
589333,63.08
592000,69.78
594667,42.23
597333,43.84
600000,43.10
602667,50.48
605333,56.59
608000,62.27
610667,50.71
613333,42.92
616000,46.74
618667,50.88
621333,51.30
624000,56.10
626667,51.34
629333,42.06
632000,41.77
634667,45.89
637333,48.10
640000,43.15
642667,43.19
645333,50.32
648000,53.06
650667,69.37
653333,46.05
656000,42.13
658667,40.87
661333,50.38
664000,52.30
666667,59.90
669333,60.45
672000,43.22
674667,45.06
677333,45.09
680000,48.86
682667,52.75
685333,51.59
688000,50.40
690667,52.59
693333,55.81
696000,63.84
698667,47.40
701333,39.43
704000,45.73
706667,46.81
709333,57.74
712000,58.38
714667,43.67
717333,42.97
720000,41.58
722667,48.80
725333,51.26
728000,56.71
730667,57.78
733333,43.75
736000,46.23
738667,50.24
741333,52.42
744000,55.98
746667,57.57
749333,46.73
752000,47.93
754667,56.03
757333,59.09
760000,39.79
762667,43.01
765333,46.02
768000,49.22
770667,52.56
773333,58.83
776000,42.05
778667,40.10
781333,47.15
784000,52.05
786667,54.98
789333,64.01
792000,43.47
794667,45.53
797333,51.35
800000,61.46
802667,42.49
805333,42.77
808000,45.26
810667,48.70
813333,52.78
816000,51.47
818667,54.62
821333,41.51
824000,39.26
826667,44.85
829333,52.17
832000,58.08
834667,51.93
837333,40.43
840000,42.17
842667,55.72
845333,54.16
848000,39.86
850667,41.25
853333,42.28
856000,45.11
858667,49.95
861333,49.76
864000,38.72
866667,38.30
869333,41.27
872000,42.81
874667,44.66
877333,48.34
880000,38.81
882667,41.17
885333,42.24
888000,43.81
890667,40.94
893333,37.83
896000,37.67
898667,38.90
901333,49.07
904000,57.25
906667,37.73
909333,37.20
912000,39.74
914667,39.77
917333,45.35
920000,50.92
922667,40.46
925333,37.94
928000,40.33
930667,40.59
933333,41.09
936000,52.16
938667,51.52
941333,38.58
944000,43.16
946667,41.54
949333,56.76
952000,38.62
954667,39.42
957333,37.68
960000,37.78
962667,47.68
965333,44.39
968000,36.17
970667,39.15
973333,39.92
976000,42.50
978667,45.01
981333,46.94
984000,37.79
986667,39.09
989333,38.21
992000,41.39
994667,43.37
997333,53.52
1000000,35.88
1002667,38.39
1005333,40.13
1008000,43.03
1010667,50.20
1013333,36.85
1016000,37.48
1018667,38.70
1021333,38.78
1024000,46.56
1026667,36.51
1029333,36.18
1032000,34.86
1034667,41.75
1037333,45.97
1040000,49.56
1042667,37.13
1045333,35.32
1048000,40.73
1050667,40.24
1053333,47.44
1056000,36.87
1058667,36.93
1061333,38.13
1064000,40.30
1066667,41.15
1069333,42.29
1072000,35.35
1074667,39.09
1077333,36.75
1080000,39.33
1082667,39.53
1085333,38.48
1088000,35.78
1090667,36.21
1093333,37.45
1096000,41.82
1098667,39.22
1101333,38.12
1104000,35.50
1106667,37.01
1109333,40.75
1112000,38.86
1114667,37.76
1117333,34.42
1120000,36.48
1122667,39.79
1125333,39.34
1128000,39.37
1130667,35.66
1133333,35.87
1136000,37.90
1138667,36.78
1141333,38.54
1144000,41.57
1146667,34.84
1149333,34.57
1152000,33.64
1154667,40.25
1157333,34.60
1160000,35.21
1162667,35.13
1165333,35.27
1168000,39.98
1170667,41.05
1173333,39.92
1176000,36.43
1178667,37.81
1181333,35.61
1184000,38.77
1186667,43.00
1189333,34.65
1192000,35.57
1194667,35.43
1197333,38.01
1200000,38.14
1202667,44.93
1205333,34.20
1208000,33.78
1210667,34.12
1213333,36.69
1216000,34.20
1218667,34.98
1221333,34.92
1224000,35.85
1226667,34.84
1229333,38.25
1232000,34.53
1234667,33.95
1237333,35.79
1240000,38.47
1242667,37.89
1245333,37.70
1248000,37.33
1250667,32.27
1253333,36.03
1256000,34.05
1258667,36.70
1261333,34.76
1264000,35.80
1266667,31.98
1269333,35.47
1272000,37.60
1274667,36.63
1277333,33.32
1280000,35.99
1282667,35.13
1285333,35.24
1288000,40.60
1290667,35.65
1293333,33.15
1296000,35.27
1298667,34.76
1301333,37.55
1304000,38.32
1306667,37.34
1309333,34.90
1312000,32.61
1314667,36.05
1317333,38.43
1320000,40.38
1322667,35.50
1325333,34.62
1328000,33.02
1330667,35.19
1333333,37.14
1336000,34.03
1338667,33.83
1341333,33.38
1344000,34.55
1346667,38.62
1349333,35.10
1352000,32.49
1354667,31.42
1357333,35.00
1360000,37.01
1362667,38.61
1365333,34.11
1368000,32.63
