Machine Module,SSA3032X-R,3.2.2.6.0R7
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,751
PreAmp State,OFF
Ref Level,-2.000000000E+01
Attenuation,0.000000,Manual
Sweep Time,549358123.063302,Auto
Start Frequency,+0.000000000E+00
Stop Frequency,+4.944223108E+07
Average Type,Log Pwr
RBW,30000.000000,Manual
VBW,10.000000,Manual
Sweep Type,Continuous
Sweep Mode,Speed
Sweep Rule,Auto
Trigger Source,Free Run
Trigger Level,+0.000000000E+00
Trigger Edge,Rise
Marker,1,2,3,4,5,6,7,8
Marker Type,Normal,Off,Off,Off,Off,Off,Off,Off
Marker on Trace,A,,,,,,,
Marker Read Out,Frequency,,,,,,,
Marker X Axis,49000000.00000000,,,,,,,
Marker Ampt,-70.90079895,,,,,,,
Trace Math,OFF
Trace Variable X,Trace A
Trace Variable Y,Trace B
Trace Variable Z,Trace C
Trace Name,Trace A
Trace Type,Clear Write
Trace Detector,Sample
Trace Data
0,-26.37
65923,-65.32
131846,-64.83
197769,-65.45
263692,-65.92
329615,-67.58
395538,-68.74
461461,-71.32
527384,-69.57
593307,-68.75
659230,-67.02
725153,-66.22
791076,-65.58
856999,-66.82
922922,-41.61
988845,-18.52
1054768,-66.46
1120691,-65.92
1186614,-65.89
1252537,-67.35
1318459,-68.39
1384382,-70.82
1450305,-71.84
1516228,-74.22
1582151,-75.02
1648074,-74.79
1713997,-76.07
1779920,-77.15
1845843,-76.39
1911766,-78.00
1977689,-73.84
2043612,-77.63
2109535,-77.21
2175458,-77.91
2241381,-75.93
2307304,-74.29
2373227,-77.40
2439150,-73.75
2505073,-75.11
2570996,-74.89
2636919,-71.39
2702842,-71.15
2768765,-73.31
2834688,-73.03
2900611,-74.46
2966534,-22.87
3032457,-74.05
3098380,-74.79
3164303,-73.90
3230226,-73.03
3296149,-74.57
3362072,-75.95
3427995,-76.10
3493918,-74.54
3559841,-78.11
3625764,-71.91
3691687,-77.91
3757610,-75.86
3823533,-81.25
3889456,-74.22
