Machine Module,SSA3032X-R,3.2.2.6.0R7
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,751
PreAmp State,OFF
Ref Level,-2.000000000E+01
Attenuation,0.000000,Manual
Sweep Time,10708299.376738,Auto
Start Frequency,+9.268024614E+05
Stop Frequency,+9.730149685E+07
Average Type,Log Pwr
RBW,300000.000000,Manual
VBW,10.000000,Manual
Sweep Type,Continuous
Sweep Mode,Speed
Sweep Rule,Auto
Trigger Source,Free Run
Trigger Level,+0.000000000E+00
Trigger Edge,Rise
Marker,1,2,3,4,5,6,7,8
Marker Type,Normal,Off,Off,Off,Off,Off,Off,Off
Marker on Trace,A,,,,,,,
Marker Read Out,Frequency,,,,,,,
Marker X Axis,3166402.48001365,,,,,,,
Marker Ampt,-26.75468028,,,,,,,
Trace Math,OFF
Trace Variable X,Trace A
Trace Variable Y,Trace B
Trace Variable Z,Trace C
Trace Name,Trace A
Trace Type,Clear Write
Trace Detector,Pos Peak
Trace Data
926802,-13.94
932571,-13.33
938376,-13.06
944217,-12.92
950094,-12.81
956008,-12.73
961958,-12.66
967946,-12.59
973971,-12.54
980033,-12.50
986133,-12.47
992271,-12.44
998448,-12.43
1004662,-12.42
1010916,-12.43
1017208,-12.43
1023540,-12.45
1029911,-12.48
1036321,-12.52
1042772,-12.57
1049262,-12.64
1055793,-12.71
1062365,-12.80
1068978,-12.90
1075631,-13.01
1082326,-13.13
1089063,-13.27
1095842,-13.42
1102663,-13.58
1109526,-13.77
1116433,-13.96
1123382,-14.17
1130374,-14.39
1137410,-14.62
1144490,-14.87
1151613,-15.14
1158781,-15.43
1165994,-15.73
1173252,-16.05
1180555,-16.39
1187903,-16.74
1195297,-17.12
1202737,-17.51
1210223,-17.92
1217756,-18.35
1225336,-18.80
1232963,-19.27
1240637,-19.77
1248359,-20.28
1256130,-20.82
1263948,-21.38
1271816,-21.96
1279732,-22.56
1287698,-23.19
1295713,-23.85
1303778,-24.53
1311893,-25.24
1320059,-25.97
1328275,-26.72
1336543,-27.51
