No.,FREQUENCY(MHz),Z,D,Cs
110,0.2335,146.3800,0.0011,0.000000004657
111,0.2353,145.2530,0.00107,0.000000004657
112,0.2371,144.1320,0.00106,0.000000004657
113,0.2390,143.0220,0.00101,0.000000004657
114,0.2408,141.9090,0.00103,0.000000004657
115,0.2427,140.8100,0.00094,0.000000004657
116,0.2446,139.7270,0.00101,0.000000004657
117,0.2465,138.6410,0.0010,0.000000004657
118,0.2484,137.5720,0.00099,0.000000004657
119,0.2504,136.5080,0.00094,0.000000004657
120,0.2523,135.4640,0.00093,0.000000004656
121,0.2543,134.4110,0.00094,0.000000004656
122,0.2563,133.3710,0.00089,0.000000004656
123,0.2583,132.3420,0.00088,0.000000004656
124,0.2603,131.3180,0.00088,0.000000004656
125,0.2623,130.2950,0.00086,0.000000004656
126,0.2644,129.2940,0.00084,0.000000004656
127,0.2665,128.3010,0.00084,0.000000004656
128,0.2685,127.3070,0.00082,0.000000004656
129,0.2706,126.3110,0.00075,0.000000004656
130,0.2727,125.3400,0.00077,0.000000004656
131,0.2749,124.3710,0.00081,0.000000004656
132,0.2770,123.4040,0.00073,0.000000004656
133,0.2792,122.4530,0.00072,0.000000004655
134,0.2814,121.5010,0.00072,0.000000004656
135,0.2836,120.5670,0.00072,0.000000004655
136,0.2858,119.6290,0.0007,0.000000004656
137,0.2880,118.7090,0.00066,0.000000004655
138,0.2903,117.7870,0.00064,0.000000004655
139,0.2925,116.8710,0.00067,0.000000004655
140,0.2948,115.9680,0.00066,0.000000004655
141,0.2971,115.0710,0.0006,0.000000004655
142,0.2994,114.1810,0.00068,0.000000004655
143,0.3018,113.2980,0.00066,0.000000004655
144,0.3041,112.4210,0.00062,0.000000004655
145,0.3065,111.5500,0.00062,0.000000004655
146,0.3089,110.6880,0.0006,0.000000004655
147,0.3113,109.8330,0.00058,0.000000004655
148,0.3137,108.9810,0.00061,0.000000004655
149,0.3162,108.1380,0.00057,0.000000004655
150,0.3187,107.2990,0.00054,0.000000004655
151,0.3211,106.4690,0.00053,0.000000004655
152,0.3236,105.6420,0.00054,0.000000004655
153,0.3262,104.8230,0.00058,0.000000004655
154,0.3287,104.0090,0.00053,0.000000004655
155,0.3313,103.2000,0.0006,0.000000004655
156,0.3339,102.4090,0.00056,0.000000004655
157,0.3365,101.6130,0.0005,0.000000004655
158,0.3391,100.8270,0.00051,0.000000004655
159,0.3418,100.0470,0.00052,0.000000004655
160,0.3444,99.2719,0.00051,0.000000004655
161,0.3471,98.5025,0.00051,0.000000004655
162,0.3498,97.7358,0.00048,0.000000004655
163,0.3526,96.9807,0.00047,0.000000004655
164,0.3553,96.2311,0.0005,0.000000004655
165,0.3581,95.4844,0.00052,0.000000004655
166,0.3609,94.7422,0.00045,0.000000004655
167,0.3637,94.0098,0.00049,0.000000004655
168,0.3665,93.2852,0.00049,0.000000004655
169,0.3694,92.5563,0.00048,0.000000004655
170,0.3723,91.8379,0.00048,0.000000004655
171,0.3752,91.1251,0.00046,0.000000004655
172,0.3781,90.4209,0.00046,0.000000004655
173,0.3811,89.7229,0.00045,0.000000004655
174,0.3841,89.0272,0.00047,0.000000004655
175,0.3870,88.3385,0.00044,0.000000004655
176,0.3901,87.6489,0.00046,0.000000004655
177,0.3931,86.9721,0.00046,0.000000004655
178,0.3962,86.2973,0.00045,0.000000004655
179,0.3993,85.6269,0.00045,0.000000004655
180,0.4024,84.9650,0.00045,0.000000004655
181,0.4055,84.3094,0.00044,0.000000004655
182,0.4087,83.6543,0.00049,0.000000004655
183,0.4119,83.0050,0.00044,0.000000004655
184,0.4151,82.3613,0.00045,0.000000004655
185,0.4184,81.7189,0.00046,0.000000004655
186,0.4216,81.0868,0.00046,0.000000004655
187,0.4249,80.4579,0.00044,0.000000004655
188,0.4282,79.8361,0.00046,0.000000004655
189,0.4316,79.2179,0.00044,0.000000004655
190,0.4349,78.6048,0.00043,0.000000004655
191,0.4383,77.9906,0.00047,0.000000004656
192,0.4418,77.3862,0.00047,0.000000004656
193,0.4452,76.7863,0.00046,0.000000004656
194,0.4487,76.1951,0.00047,0.000000004655
195,0.4522,75.6016,0.00043,0.000000004656
196,0.4557,75.0167,0.0005,0.000000004655
197,0.4593,74.4344,0.00045,0.000000004656
198,0.4629,73.8566,0.0005,0.000000004656
199,0.4665,73.2841,0.00044,0.000000004656
200,0.4701,72.7165,0.00047,0.000000004656
201,0.4738,72.1530,0.00051,0.000000004656
202,0.4775,71.5914,0.00045,0.000000004656
203,0.4812,71.0384,0.00051,0.000000004656
204,0.4850,70.4861,0.00049,0.000000004656
205,0.4888,69.9401,0.00048,0.000000004656
206,0.4926,69.3971,0.0005,0.000000004656
207,0.4964,68.8593,0.0005,0.000000004656
208,0.5003,68.3256,0.0005,0.000000004656
209,0.5042,67.7956,0.00048,0.000000004656
210,0.5082,67.2687,0.00055,0.000000004656
211,0.5121,66.7482,0.00051,0.000000004656
212,0.5161,66.2302,0.00052,0.000000004656
213,0.5201,65.7163,0.00055,0.000000004656
214,0.5242,65.2055,0.00052,0.000000004656
215,0.5283,64.6993,0.00055,0.000000004656
216,0.5324,64.1999,0.00054,0.000000004656
217,0.5366,63.6983,0.00054,0.000000004656
218,0.5408,63.2056,0.00058,0.000000004656
219,0.5450,62.7164,0.00057,0.000000004656
220,0.5493,62.2299,0.00057,0.000000004656
221,0.5535,61.7436,0.0006,0.000000004657
222,0.5579,61.2658,0.00058,0.000000004657
223,0.5622,60.7922,0.00061,0.000000004657
224,0.5666,60.3212,0.00059,0.000000004657
225,0.5710,59.8520,0.00058,0.000000004657
226,0.5755,59.3853,0.00062,0.000000004657
227,0.5800,58.9252,0.00063,0.000000004657
228,0.5845,58.4696,0.00062,0.000000004657
229,0.5891,58.0144,0.00065,0.000000004657
230,0.5937,57.5623,0.00062,0.000000004657
231,0.5983,57.1194,0.00068,0.000000004657
232,0.6030,56.6738,0.00067,0.000000004657
233,0.6077,56.2343,0.00068,0.000000004657
234,0.6124,55.7998,0.00066,0.000000004657
235,0.6172,55.3640,0.0007,0.000000004658
236,0.6220,54.9342,0.00069,0.000000004658
237,0.6269,54.5073,0.00069,0.000000004658
238,0.6318,54.0858,0.00071,0.000000004658
239,0.6367,53.6662,0.00073,0.000000004658
240,0.6417,53.2490,0.00073,0.000000004658
241,0.6467,52.8358,0.00073,0.000000004658
242,0.6518,52.4248,0.00075,0.000000004658
243,0.6568,52.0176,0.00075,0.000000004658
244,0.6620,51.6137,0.00074,0.000000004658
245,0.6671,51.2132,0.00078,0.000000004658
246,0.6724,50.8144,0.00077,0.000000004658
247,0.6776,50.4202,0.00079,0.000000004658
248,0.6829,50.0295,0.00079,0.000000004658
249,0.6882,49.6402,0.00082,0.000000004659
250,0.6936,49.2540,0.00079,0.000000004659
251,0.6990,48.8715,0.00083,0.000000004659
252,0.7045,48.4916,0.00085,0.000000004659
253,0.7100,48.1151,0.00086,0.000000004659
254,0.7155,47.7407,0.00087,0.000000004659
255,0.7211,47.3698,0.00088,0.000000004659
256,0.7267,47.0020,0.00087,0.000000004659
257,0.7324,46.6361,0.0009,0.00000000466
258,0.7381,46.2748,0.00093,0.00000000466
259,0.7439,45.9150,0.00093,0.00000000466
260,0.7497,45.5577,0.00092,0.00000000466
261,0.7556,45.2046,0.00089,0.00000000466
262,0.7615,44.8516,0.00094,0.00000000466
263,0.7674,44.5044,0.00094,0.00000000466
264,0.7734,44.1575,0.00097,0.00000000466
265,0.7794,43.8149,0.0010,0.00000000466
266,0.7855,43.4736,0.00098,0.000000004661
267,0.7917,43.1348,0.00101,0.000000004661
268,0.7978,42.8007,0.00102,0.000000004661
269,0.8041,42.4668,0.00103,0.000000004661
270,0.8103,42.1370,0.00103,0.000000004661
271,0.8167,41.8091,0.00106,0.000000004661
272,0.8230,41.4835,0.0011,0.000000004661
273,0.8295,41.1601,0.00108,0.000000004662
274,0.8359,40.8395,0.00112,0.000000004662
275,0.8425,40.5227,0.0011,0.000000004662
276,0.8491,40.2080,0.00113,0.000000004662
277,0.8557,39.8939,0.00116,0.000000004662
278,0.8624,39.5803,0.00117,0.000000004663
279,0.8691,39.2757,0.00117,0.000000004663
280,0.8759,38.9692,0.00117,0.000000004663
281,0.8827,38.6667,0.00118,0.000000004663
282,0.8896,38.3655,0.00124,0.000000004663
283,0.8966,38.0647,0.00124,0.000000004664
284,0.9036,37.7712,0.00133,0.000000004663
285,0.9106,37.4686,0.00143,0.000000004665
286,0.9177,37.1726,0.00135,0.000000004665
287,0.9249,36.8956,0.00132,0.000000004664
288,0.9321,36.6079,0.00128,0.000000004664
289,0.9394,36.3217,0.00131,0.000000004665
290,0.9467,36.0388,0.00131,0.000000004665
291,0.9541,35.7581,0.00135,0.000000004665
292,0.9616,35.4803,0.00136,0.000000004665
293,0.9691,35.2027,0.00136,0.000000004665
294,0.9766,34.9293,0.00141,0.000000004665
295,0.9843,34.6553,0.0014,0.000000004666
296,0.9920,34.3856,0.00142,0.000000004666
297,0.9997,34.1182,0.00144,0.000000004666
298,1.0075,33.8515,0.00174,0.000000004667
299,1.0154,33.5871,0.00143,0.000000004667
300,1.0233,33.3264,0.00148,0.000000004667
301,1.0313,33.0657,0.00149,0.000000004667
302,1.0393,32.8095,0.00153,0.000000004667
303,1.0475,32.5504,0.00153,0.000000004668
304,1.0556,32.2986,0.00153,0.000000004668
305,1.0639,32.0450,0.00155,0.000000004668
306,1.0722,31.7949,0.00159,0.000000004669
307,1.0806,31.5463,0.0016,0.000000004669
308,1.0890,31.3010,0.00162,0.000000004669
309,1.0975,31.0553,0.00162,0.00000000467
310,1.1061,30.8137,0.00167,0.00000000467
311,1.1147,30.5735,0.00168,0.00000000467
312,1.1234,30.3349,0.00168,0.00000000467
313,1.1322,30.0967,0.00173,0.000000004671
314,1.1410,29.8627,0.00175,0.000000004671
315,1.1499,29.6300,0.00174,0.000000004671
316,1.1589,29.3976,0.00178,0.000000004672
317,1.1680,29.1671,0.00181,0.000000004672
318,1.1771,28.9388,0.00181,0.000000004672
319,1.1863,28.7123,0.00184,0.000000004673
320,1.1955,28.4893,0.00187,0.000000004673
321,1.2049,28.2651,0.00187,0.000000004673
322,1.2143,28.0432,0.00192,0.000000004674
323,1.2238,27.8239,0.00194,0.000000004674
324,1.2333,27.6075,0.00197,0.000000004674
325,1.2429,27.3915,0.0020,0.000000004675
326,1.2526,27.1778,0.00201,0.000000004675
327,1.2624,26.9647,0.00201,0.000000004676
328,1.2723,26.7532,0.00205,0.000000004676
329,1.2822,26.5438,0.00209,0.000000004676
330,1.2922,26.3361,0.00209,0.000000004677
331,1.3023,26.1291,0.00212,0.000000004677
332,1.3125,25.9233,0.00215,0.000000004678
333,1.3227,25.7220,0.00219,0.000000004678
334,1.3331,25.5191,0.0022,0.000000004678
335,1.3435,25.3200,0.00223,0.000000004679
336,1.3540,25.1203,0.00227,0.000000004679
337,1.3645,24.9251,0.00231,0.00000000468
338,1.3752,24.7288,0.00232,0.00000000468
339,1.3859,24.5358,0.00233,0.00000000468
340,1.3968,24.3417,0.00238,0.000000004681
341,1.4077,24.1516,0.00239,0.000000004681
342,1.4187,23.9613,0.00243,0.000000004682
343,1.4297,23.7747,0.00245,0.000000004682
344,1.4409,23.5873,0.00248,0.000000004683
345,1.4521,23.4034,0.00251,0.000000004683
346,1.4635,23.2181,0.00251,0.000000004684
347,1.4749,23.0358,0.00255,0.000000004684
