No.,FREQUENCY(MHz),Z,D,Cs
695,22.0950,0.36059,2.93292,-0.000000061901
696,22.2670,0.37092,2.39732,-0.000000050054
697,22.4410,0.38283,2.02732,-0.000000041878
698,22.6160,0.39646,1.74907,-0.000000035763
699,22.7930,0.41066,1.54473,-0.000000031289
700,22.9710,0.4264,1.38044,-0.000000027698
701,23.1500,0.44319,1.25102,-0.000000024844
702,23.3310,0.46095,1.14265,-0.000000022471
703,23.5130,0.47929,1.05201,-0.000000020498
704,23.6970,0.49818,0.9746,-0.000000018825
705,23.8820,0.51845,0.9074,-0.000000017357
706,24.0680,0.53889,0.84959,-0.000000016102
707,24.2560,0.56006,0.79862,-0.000000014993
708,24.4460,0.58202,0.75478,-0.000000014015
709,24.6360,0.60436,0.71472,-0.000000013139
710,24.8290,0.62685,0.67922,-0.000000012362
711,25.0230,0.64976,0.64679,-0.000000011658
712,25.2180,0.67283,0.61721,-0.000000011023
713,25.4150,0.69633,0.59183,-0.00000001045
714,25.6130,0.7199,0.56629,-0.000000009919
715,25.8130,0.74411,0.54412,-0.000000009433
716,26.0150,0.76806,0.52393,-0.000000008992
717,26.2180,0.79287,0.50503,-0.000000008577
718,26.4230,0.81768,0.48748,-0.000000008195
719,26.6290,0.84203,0.47114,-0.000000007846
720,26.8370,0.86794,0.45589,-0.000000007509
721,27.0470,0.89266,0.44199,-0.000000007207
722,27.2580,0.91785,0.4276,-0.000000006919
723,27.4710,0.94383,0.41593,-0.000000006648
724,27.6850,0.96916,0.40382,-0.000000006397
725,27.9010,0.99497,0.39227,-0.000000006158
726,28.1190,1.02076,0.38192,-0.000000005936
727,28.3390,1.04708,0.37244,-0.000000005723
728,28.5600,1.07327,0.36337,-0.000000005524
729,28.7830,1.09942,0.35465,-0.000000005336
730,29.0080,1.12678,0.3462,-0.000000005153
731,29.2340,1.15261,0.33764,-0.000000004985
732,29.4630,1.17963,0.33033,-0.000000004823
733,29.6930,1.20627,0.32267,-0.000000004669
734,29.9240,1.23278,0.31571,-0.000000004524
735,30.1580,1.25996,0.30903,-0.000000004384
736,30.3940,1.28735,0.30333,-0.000000004251
737,30.6310,1.31469,0.29717,-0.000000004123
738,30.8700,1.34181,0.29169,-0.000000004002
739,31.1110,1.36936,0.2860,-0.000000003886
740,31.3540,1.39662,0.28044,-0.000000003775
741,31.5990,1.42422,0.27554,-0.000000003668
742,31.8460,1.45213,0.27068,-0.000000003565
743,32.0940,1.4798,0.2659,-0.000000003468
744,32.3450,1.50799,0.26103,-0.000000003372
745,32.5970,1.53541,0.25633,-0.000000003283
746,32.8520,1.56401,0.25189,-0.000000003194
747,33.1080,1.59184,0.24799,-0.000000003111
748,33.3670,1.62073,0.24421,-0.00000000303
749,33.6280,1.64914,0.24009,-0.000000002951
750,33.8900,1.67765,0.23693,-0.000000002877
751,34.1550,1.70651,0.23329,-0.000000002804
752,34.4210,1.73508,0.22983,-0.000000002734
753,34.6900,1.7643,0.22645,-0.000000002666
754,34.9610,1.79305,0.22326,-0.000000002601
755,35.2340,1.82235,0.22008,-0.000000002538
756,35.5090,1.85112,0.2167,-0.000000002477
757,35.7860,1.88071,0.21365,-0.000000002418
758,36.0660,1.91044,0.21113,-0.000000002361
759,36.3480,1.9397,0.20823,-0.000000002306
760,36.6310,1.97004,0.20582,-0.000000002252
761,36.9170,1.99917,0.20293,-0.0000000022
762,37.2060,2.02903,0.20033,-0.00000000215
763,37.4960,2.05893,0.19789,-0.000000002102
764,37.7890,2.08896,0.1955,-0.000000002054
765,38.0840,2.11979,0.19325,-0.000000002008
766,38.3810,2.15051,0.19091,-0.000000001963
767,38.6810,2.18067,0.18853,-0.00000000192
768,38.9830,2.21204,0.18645,-0.000000001877
769,39.2870,2.24295,0.18424,-0.000000001837
770,39.5940,2.27398,0.18218,-0.000000001797
771,39.9030,2.30508,0.18025,-0.000000001758
772,40.2150,2.33597,0.17838,-0.000000001721
773,40.5290,2.36747,0.17653,-0.000000001684
774,40.8450,2.39929,0.17483,-0.000000001649
775,41.1640,2.43114,0.17301,-0.000000001614
776,41.4860,2.46283,0.17125,-0.00000000158
777,41.8100,2.49575,0.16952,-0.000000001547
778,42.1360,2.52807,0.1675,-0.000000001515
779,42.4650,2.5612,0.16586,-0.000000001483
780,42.7970,2.59513,0.1639,-0.000000001452
781,43.1310,2.62857,0.16237,-0.000000001422
782,43.4680,2.66238,0.16102,-0.000000001393
783,43.8070,2.69509,0.1596,-0.000000001365
784,44.1490,2.72715,0.15872,-0.000000001338
785,44.4940,2.75946,0.15726,-0.000000001312
786,44.8410,2.7910,0.15607,-0.000000001287
787,45.1920,2.82346,0.15467,-0.000000001262
788,45.5440,2.85652,0.15346,-0.000000001238
789,45.9000,2.89048,0.15233,-0.000000001213
790,46.2580,2.92398,0.15106,-0.00000000119
791,46.6200,2.95817,0.14984,-0.000000001167
792,46.9840,2.99284,0.14826,-0.000000001144
793,47.3500,3.02734,0.14686,-0.000000001122
794,47.7200,3.0623,0.14537,-0.000000001101
795,48.0930,3.09719,0.14397,-0.00000000108
796,48.4680,3.13291,0.14289,-0.000000001059
797,48.8470,3.1677,0.14153,-0.000000001039
798,49.2280,3.20365,0.14046,-0.000000001019
799,49.6130,3.23919,0.13936,-0.000000001
800,50.0000,3.27453,0.13811,-0.000000000981
