No.,FREQUENCY(MHz),Z,D,Cs
62,0.1607,14.9149,0.08673,-0.000000066647
63,0.1620,15.0296,0.08617,-0.000000065621
64,0.1632,15.1457,0.08555,-0.000000064612
65,0.1645,15.2617,0.08486,-0.000000063619
66,0.1658,15.3792,0.08423,-0.000000062642
67,0.1671,15.4981,0.08359,-0.000000061674
68,0.1684,15.6175,0.08294,-0.000000060727
69,0.1697,15.7383,0.08234,-0.000000059789
70,0.1710,15.8585,0.08176,-0.000000058875
71,0.1724,15.9822,0.08114,-0.000000057963
72,0.1737,16.1044,0.08052,-0.000000057076
73,0.1751,16.2292,0.07996,-0.000000056195
74,0.1764,16.3547,0.07933,-0.000000055328
75,0.1778,16.4808,0.07872,-0.000000054479
76,0.1792,16.6062,0.07822,-0.000000053646
77,0.1806,16.7350,0.07771,-0.000000052818
78,0.1820,16.8643,0.07709,-0.000000052005
79,0.1834,16.9936,0.07651,-0.000000051207
80,0.1849,17.1262,0.07595,-0.000000050413
81,0.1863,17.2576,0.07538,-0.00000004964
82,0.1878,17.3907,0.07477,-0.000000048878
83,0.1892,17.5253,0.07423,-0.000000048124
84,0.1907,17.6609,0.07374,-0.000000047382
85,0.1922,17.7967,0.07316,-0.000000046654
86,0.1937,17.9346,0.07263,-0.000000045935
87,0.1952,18.0728,0.07208,-0.000000045229
88,0.1967,18.2131,0.07155,-0.000000044532
89,0.1983,18.3536,0.07106,-0.000000043847
90,0.1998,18.4957,0.07052,-0.000000043171
91,0.2014,18.6383,0.0700,-0.000000042507
92,0.2030,18.7825,0.06945,-0.000000041853
93,0.2045,18.9286,0.06894,-0.000000041205
94,0.2061,19.0734,0.0684,-0.000000040576
95,0.2077,19.2220,0.06794,-0.000000039949
96,0.2094,19.3695,0.06747,-0.000000039336
97,0.2110,19.5206,0.06694,-0.000000038727
98,0.2127,19.6716,0.06643,-0.00000003813
99,0.2143,19.8235,0.06595,-0.000000037544
100,0.2160,19.9766,0.06546,-0.000000036967
101,0.2177,20.1315,0.06497,-0.000000036397
102,0.2194,20.2880,0.06447,-0.000000035835
103,0.2211,20.4446,0.06407,-0.000000035284
104,0.2228,20.6027,0.06356,-0.000000034741
105,0.2246,20.7629,0.06311,-0.000000034205
106,0.2263,20.9231,0.06266,-0.000000033679
107,0.2281,21.0856,0.06219,-0.000000033159
108,0.2299,21.2483,0.06174,-0.00000003265
109,0.2316,21.4130,0.06125,-0.000000032147
110,0.2335,21.5790,0.06081,-0.000000031652
111,0.2353,21.7458,0.06036,-0.000000031165
112,0.2371,21.9150,0.05996,-0.000000030684
113,0.2390,22.0839,0.0595,-0.000000030213
114,0.2408,22.2552,0.05905,-0.000000029746
115,0.2427,22.4287,0.05861,-0.000000029287
116,0.2446,22.6014,0.05815,-0.000000028838
117,0.2465,22.7768,0.05773,-0.000000028393
118,0.2484,22.9543,0.05729,-0.000000027954
119,0.2504,23.1322,0.05692,-0.000000027524
120,0.2523,23.3105,0.05647,-0.000000027101
121,0.2543,23.4917,0.05609,-0.000000026684
122,0.2563,23.6742,0.05561,-0.000000026271
123,0.2583,23.8577,0.05527,-0.000000025867
124,0.2603,24.0427,0.05482,-0.000000025468
125,0.2623,24.2284,0.05445,-0.000000025077
126,0.2644,24.4178,0.05406,-0.000000024689
127,0.2665,24.6068,0.05366,-0.000000024309
128,0.2685,24.7974,0.05326,-0.000000023935
129,0.2706,24.9899,0.05287,-0.000000023566
130,0.2727,25.1839,0.05247,-0.000000023203
131,0.2749,25.3795,0.0521,-0.000000022845
132,0.2770,25.5769,0.05171,-0.000000022493
133,0.2792,25.7754,0.05141,-0.000000022146
134,0.2814,25.9744,0.05097,-0.000000021806
135,0.2836,26.1771,0.05059,-0.000000021469
136,0.2858,26.3787,0.05025,-0.00000002114
137,0.2880,26.5846,0.04988,-0.000000020813
138,0.2903,26.7911,0.04951,-0.000000020492
139,0.2925,26.9985,0.04917,-0.000000020177
140,0.2948,27.2076,0.0488,-0.000000019866
141,0.2971,27.4204,0.04843,-0.000000019559
142,0.2994,27.6327,0.04808,-0.000000019258
143,0.3018,27.8462,0.04773,-0.000000018962
144,0.3041,28.0633,0.04737,-0.000000018669
145,0.3065,28.2817,0.04706,-0.000000018381
146,0.3089,28.5023,0.04671,-0.000000018097
147,0.3113,28.7224,0.04637,-0.000000017819
148,0.3137,28.9469,0.04603,-0.000000017544
149,0.3162,29.1710,0.04573,-0.000000017274
150,0.3187,29.3969,0.04542,-0.000000017008
151,0.3211,29.6264,0.04506,-0.000000016745
152,0.3236,29.8559,0.04475,-0.000000016488
153,0.3262,30.0881,0.0444,-0.000000016233
154,0.3287,30.3215,0.04409,-0.000000015983
155,0.3313,30.5560,0.04385,-0.000000015737
156,0.3339,30.7950,0.04347,-0.000000015494
157,0.3365,31.0348,0.04314,-0.000000015255
158,0.3391,31.2753,0.04285,-0.00000001502
159,0.3418,31.5172,0.04255,-0.00000001479
160,0.3444,31.7621,0.04223,-0.000000014562
161,0.3471,32.0102,0.04191,-0.000000014337
162,0.3498,32.2593,0.04164,-0.000000014116
163,0.3526,32.5095,0.04136,-0.000000013898
164,0.3553,32.7624,0.04105,-0.000000013684
165,0.3581,33.0168,0.04078,-0.000000013473
166,0.3609,33.2739,0.04048,-0.000000013265
167,0.3637,33.5318,0.04017,-0.000000013061
168,0.3665,33.7922,0.03993,-0.00000001286
169,0.3694,34.0546,0.03964,-0.000000012662
170,0.3723,34.3202,0.03936,-0.000000012466
171,0.3752,34.5877,0.03905,-0.000000012274
172,0.3781,34.8572,0.03881,-0.000000012084
173,0.3811,35.1281,0.03856,-0.000000011898
174,0.3841,35.4027,0.03832,-0.000000011714
175,0.3870,35.6784,0.03806,-0.000000011534
176,0.3901,35.9565,0.0378,-0.000000011356
177,0.3931,36.2351,0.03754,-0.000000011181
178,0.3962,36.5179,0.03728,-0.000000011008
179,0.3993,36.8018,0.03701,-0.000000010839
180,0.4024,37.0866,0.03676,-0.000000010672
181,0.4055,37.3743,0.03644,-0.000000010508
182,0.4087,37.6641,0.0362,-0.000000010346
183,0.4119,37.9569,0.03596,-0.000000010187
184,0.4151,38.2529,0.03572,-0.000000010029
185,0.4184,38.5501,0.03548,-0.000000009875
186,0.4216,38.8496,0.03524,-0.000000009723
187,0.4249,39.1523,0.0350,-0.000000009573
188,0.4282,39.4559,0.03474,-0.000000009425
189,0.4316,39.7624,0.03451,-0.00000000928
190,0.4349,40.0717,0.03427,-0.000000009137
191,0.4383,40.3833,0.03402,-0.000000008996
192,0.4418,40.6968,0.03381,-0.000000008858
193,0.4452,41.0139,0.03355,-0.000000008721
194,0.4487,41.3310,0.03332,-0.000000008587
195,0.4522,41.6542,0.03313,-0.000000008454
196,0.4557,41.9791,0.0329,-0.000000008324
197,0.4593,42.3056,0.03268,-0.000000008196
198,0.4629,42.6352,0.03249,-0.000000008069
199,0.4665,42.9661,0.03229,-0.000000007945
200,0.4701,43.3022,0.03211,-0.000000007822
201,0.4738,43.6403,0.03193,-0.000000007701
202,0.4775,43.9803,0.03174,-0.000000007583
203,0.4812,44.3230,0.03152,-0.000000007466
204,0.4850,44.6689,0.03135,-0.00000000735
205,0.4888,45.0164,0.03114,-0.000000007237
206,0.4926,45.3689,0.03097,-0.000000007125
207,0.4964,45.7238,0.03076,-0.000000007015
208,0.5003,46.0782,0.03059,-0.000000006907
209,0.5042,46.4379,0.03036,-0.0000000068
210,0.5082,46.8013,0.03017,-0.000000006695
211,0.5121,47.1672,0.03001,-0.000000006592
212,0.5161,47.5352,0.02981,-0.00000000649
213,0.5201,47.9069,0.02962,-0.00000000639
214,0.5242,48.2799,0.02945,-0.000000006291
215,0.5283,48.6578,0.0293,-0.000000006194
216,0.5324,49.0376,0.02916,-0.000000006098
217,0.5366,49.4227,0.02896,-0.000000006004
218,0.5408,49.8073,0.02881,-0.000000005911
219,0.5450,50.1968,0.02868,-0.00000000582
220,0.5493,50.5897,0.02853,-0.00000000573
221,0.5535,50.9834,0.02835,-0.000000005642
222,0.5579,51.3807,0.02822,-0.000000005555
223,0.5622,51.7818,0.02804,-0.000000005469
224,0.5666,52.1849,0.02788,-0.000000005385
225,0.5710,52.5910,0.02769,-0.000000005302
226,0.5755,53.0000,0.0275,-0.00000000522
227,0.5800,53.4122,0.02732,-0.00000000514
228,0.5845,53.8277,0.02712,-0.00000000506
229,0.5891,54.2479,0.02693,-0.000000004982
230,0.5937,54.6703,0.02667,-0.000000004905
231,0.5983,55.0945,0.02658,-0.00000000483
232,0.6030,55.5221,0.02638,-0.000000004756
233,0.6077,55.9558,0.02623,-0.000000004682
234,0.6124,56.3891,0.02604,-0.00000000461
235,0.6172,56.8286,0.02585,-0.000000004539
236,0.6220,57.2702,0.02569,-0.000000004469
237,0.6269,57.7172,0.02555,-0.0000000044
238,0.6318,58.1670,0.02541,-0.000000004332
239,0.6367,58.6214,0.02527,-0.000000004265
240,0.6417,59.0768,0.02514,-0.0000000042
241,0.6467,59.5396,0.02496,-0.000000004135
242,0.6518,60.0038,0.02485,-0.000000004071
243,0.6568,60.4725,0.02471,-0.000000004008
244,0.6620,60.9447,0.0246,-0.000000003946
245,0.6671,61.4220,0.02451,-0.000000003885
246,0.6724,61.9005,0.02442,-0.000000003825
247,0.6776,62.3839,0.02432,-0.000000003766
248,0.6829,62.8696,0.02424,-0.000000003708
249,0.6882,63.3611,0.0241,-0.000000003651
250,0.6936,63.8568,0.02398,-0.000000003594
251,0.6990,64.3553,0.02385,-0.000000003539
252,0.7045,64.8569,0.02372,-0.000000003484
253,0.7100,65.3630,0.02362,-0.000000003431
254,0.7155,65.8727,0.02352,-0.000000003378
255,0.7211,66.3880,0.02338,-0.000000003325
256,0.7267,66.9060,0.02331,-0.000000003274
257,0.7324,67.4284,0.0232,-0.000000003224
258,0.7381,67.9544,0.02314,-0.000000003174
259,0.7439,68.4866,0.02302,-0.000000003125
260,0.7497,69.0198,0.02293,-0.000000003077
261,0.7556,69.5578,0.02285,-0.000000003029
262,0.7615,70.1028,0.02273,-0.000000002982
263,0.7674,70.6504,0.02261,-0.000000002936
264,0.7734,71.2010,0.02254,-0.000000002891
265,0.7794,71.7577,0.02244,-0.000000002846
266,0.7855,72.3173,0.02237,-0.000000002802
267,0.7917,72.8836,0.02225,-0.000000002759
268,0.7978,73.4515,0.02219,-0.000000002717
269,0.8041,74.0261,0.02207,-0.000000002675
270,0.8103,74.6031,0.0220,-0.000000002633
271,0.8167,75.1868,0.02187,-0.000000002593
272,0.8230,75.7731,0.0218,-0.000000002553
273,0.8295,76.3644,0.02172,-0.000000002513
274,0.8359,76.9601,0.02161,-0.000000002474
275,0.8425,77.5607,0.02153,-0.000000002436
276,0.8491,78.1665,0.02144,-0.000000002399
277,0.8557,78.7774,0.02135,-0.000000002362
278,0.8624,79.3976,0.02123,-0.000000002325
279,0.8691,80.0123,0.02117,-0.000000002289
280,0.8759,80.6375,0.02109,-0.000000002254
281,0.8827,81.2665,0.02098,-0.000000002219
282,0.8896,81.8976,0.02092,-0.000000002185
283,0.8966,82.5438,0.02078,-0.000000002151
284,0.9036,83.1801,0.02076,-0.000000002118
285,0.9106,83.8538,0.0207,-0.000000002085
286,0.9177,84.5142,0.02051,-0.000000002052
287,0.9249,85.1474,0.02049,-0.000000002021
288,0.9321,85.8134,0.02036,-0.00000000199
289,0.9394,86.4847,0.02034,-0.000000001959
290,0.9467,87.1606,0.0202,-0.000000001929
291,0.9541,87.8418,0.02015,-0.000000001899
292,0.9616,88.5287,0.0201,-0.00000000187
293,0.9691,89.2200,0.01997,-0.000000001841
294,0.9766,89.9177,0.01985,-0.000000001813
295,0.9843,90.6226,0.01981,-0.000000001785
296,0.9920,91.3272,0.01973,-0.000000001757
297,0.9997,92.0373,0.01965,-0.00000000173
298,1.0075,92.7595,0.01935,-0.000000001703
299,1.0154,93.4792,0.01953,-0.000000001677
300,1.0233,94.2034,0.01937,-0.000000001651
301,1.0313,94.9432,0.01928,-0.000000001626
302,1.0393,95.6810,0.01922,-0.000000001601
303,1.0475,96.4355,0.01914,-0.000000001576
304,1.0556,97.1769,0.01899,-0.000000001552
305,1.0639,97.9385,0.01884,-0.000000001528
306,1.0722,98.7056,0.01876,-0.000000001504
307,1.0806,99.4795,0.01869,-0.000000001481
308,1.0890,100.2520,0.01864,-0.000000001458
309,1.0975,101.0290,0.01855,-0.000000001436
310,1.1061,101.8260,0.01849,-0.000000001413
311,1.1147,102.6150,0.01844,-0.000000001392
312,1.1234,103.4190,0.0184,-0.00000000137
313,1.1322,104.2230,0.01828,-0.000000001349
314,1.1410,105.0350,0.01821,-0.000000001328
315,1.1499,105.8590,0.01824,-0.000000001308
316,1.1589,106.6890,0.01823,-0.000000001287
317,1.1680,107.5270,0.01827,-0.000000001267
318,1.1771,108.3700,0.01828,-0.000000001248
319,1.1863,109.2160,0.0183,-0.000000001229
320,1.1955,110.0660,0.01825,-0.00000000121
321,1.2049,110.9270,0.01824,-0.000000001191
322,1.2143,111.7970,0.01823,-0.000000001173
323,1.2238,112.6720,0.01821,-0.000000001154
