No.,FREQUENCY(MHz),Z,D,Cs
138,0.2903,398.0420,0.01848,-0.000000001378
139,0.2925,401.1540,0.01847,-0.000000001357
140,0.2948,404.2390,0.01838,-0.000000001336
141,0.2971,407.4020,0.01837,-0.000000001315
142,0.2994,410.6130,0.01835,-0.000000001295
143,0.3018,413.8230,0.01802,-0.000000001275
144,0.3041,417.0660,0.01812,-0.000000001255
145,0.3065,420.2930,0.01794,-0.000000001236
146,0.3089,423.6170,0.0179,-0.000000001217
147,0.3113,426.8940,0.01778,-0.000000001198
148,0.3137,430.2630,0.01768,-0.000000001179
149,0.3162,433.5610,0.01748,-0.000000001161
150,0.3187,436.9890,0.01733,-0.000000001143
151,0.3211,440.3780,0.01737,-0.000000001126
152,0.3236,443.8180,0.01731,-0.000000001108
153,0.3262,447.3550,0.01721,-0.000000001091
154,0.3287,450.8520,0.01703,-0.000000001074
155,0.3313,454.1960,0.01726,-0.000000001058
156,0.3339,457.8370,0.01698,-0.000000001041
157,0.3365,461.5020,0.01693,-0.000000001025
158,0.3391,465.0520,0.01675,-0.000000001009
159,0.3418,468.6750,0.01662,-0.000000000994
160,0.3444,472.4030,0.01643,-0.000000000978
161,0.3471,476.0380,0.01651,-0.000000000963
162,0.3498,479.7510,0.01646,-0.000000000948
163,0.3526,483.6200,0.01621,-0.000000000934
164,0.3553,487.3630,0.01614,-0.000000000919
165,0.3581,491.2180,0.01601,-0.000000000905
166,0.3609,495.0240,0.01612,-0.000000000891
167,0.3637,498.8760,0.01583,-0.000000000877
168,0.3665,502.8880,0.01584,-0.000000000864
169,0.3694,506.7600,0.01573,-0.00000000085
170,0.3723,510.7190,0.01575,-0.000000000837
171,0.3752,514.7360,0.01563,-0.000000000824
172,0.3781,518.7960,0.01569,-0.000000000811
173,0.3811,522.7870,0.01544,-0.000000000799
174,0.3841,527.0020,0.01539,-0.000000000786
175,0.3870,531.1550,0.01516,-0.000000000774
176,0.3901,535.2880,0.01522,-0.000000000762
177,0.3931,539.4580,0.01483,-0.000000000751
178,0.3962,543.7430,0.01478,-0.000000000739
179,0.3993,547.9950,0.01477,-0.000000000727
180,0.4024,552.2880,0.01475,-0.000000000716
181,0.4055,556.6300,0.01458,-0.000000000705
182,0.4087,561.1120,0.01465,-0.000000000694
183,0.4119,565.5000,0.01447,-0.000000000683
184,0.4151,569.8300,0.01434,-0.000000000673
185,0.4184,574.3690,0.01435,-0.000000000662
186,0.4216,578.7990,0.0145,-0.000000000652
187,0.4249,583.4620,0.01416,-0.000000000642
188,0.4282,588.0040,0.01407,-0.000000000632
189,0.4316,592.6660,0.01397,-0.000000000622
190,0.4349,597.2690,0.01392,-0.000000000613
191,0.4383,602.1280,0.01399,-0.000000000603
192,0.4418,606.8230,0.01387,-0.000000000594
193,0.4452,611.5290,0.01373,-0.000000000585
194,0.4487,616.4560,0.01362,-0.000000000575
195,0.4522,621.2340,0.01372,-0.000000000567
196,0.4557,626.2810,0.01348,-0.000000000558
197,0.4593,631.2050,0.01354,-0.000000000549
198,0.4629,636.1080,0.0135,-0.000000000541
199,0.4665,641.1830,0.01328,-0.000000000532
200,0.4701,646.2410,0.01306,-0.000000000524
201,0.4738,651.3050,0.01313,-0.000000000516
202,0.4775,656.4950,0.0132,-0.000000000508
203,0.4812,661.7470,0.01298,-0.0000000005
204,0.4850,666.9140,0.0129,-0.000000000492
205,0.4888,672.1720,0.01285,-0.000000000484
206,0.4926,677.5970,0.01281,-0.000000000477
207,0.4964,682.9120,0.01259,-0.000000000469
208,0.5003,688.1990,0.01258,-0.000000000462
209,0.5042,693.7780,0.01254,-0.000000000455
210,0.5082,699.2910,0.01246,-0.000000000448
211,0.5121,704.7920,0.01221,-0.000000000441
212,0.5161,710.4950,0.01227,-0.000000000434
213,0.5201,716.1080,0.01202,-0.000000000427
214,0.5242,721.8390,0.0124,-0.000000000421
215,0.5283,727.5170,0.01213,-0.000000000414
216,0.5324,733.2950,0.01216,-0.000000000408
217,0.5366,739.0170,0.01198,-0.000000000401
218,0.5408,745.0620,0.01201,-0.000000000395
219,0.5450,750.9550,0.01202,-0.000000000389
220,0.5493,756.7690,0.01177,-0.000000000383
221,0.5535,762.9220,0.01188,-0.000000000377
222,0.5579,769.0620,0.01166,-0.000000000371
223,0.5622,775.1620,0.01161,-0.000000000365
224,0.5666,781.3210,0.01158,-0.00000000036
225,0.5710,787.4850,0.01148,-0.000000000354
226,0.5755,793.6480,0.01116,-0.000000000348
227,0.5800,800.2190,0.01127,-0.000000000343
228,0.5845,806.6580,0.01132,-0.000000000338
229,0.5891,813.2050,0.01129,-0.000000000332
230,0.5937,819.5710,0.01104,-0.000000000327
231,0.5983,826.1640,0.01142,-0.000000000322
232,0.6030,832.8370,0.01107,-0.000000000317
233,0.6077,839.4990,0.01103,-0.000000000312
234,0.6124,845.9850,0.0110,-0.000000000307
235,0.6172,852.8120,0.01081,-0.000000000302
236,0.6220,859.7970,0.01078,-0.000000000298
237,0.6269,866.7940,0.01095,-0.000000000293
238,0.6318,873.8890,0.01071,-0.000000000288
239,0.6367,880.5110,0.01063,-0.000000000284
240,0.6417,887.8200,0.01061,-0.000000000279
241,0.6467,894.9740,0.01056,-0.000000000275
242,0.6518,902.1040,0.01043,-0.000000000271
243,0.6568,909.4220,0.01029,-0.000000000266
244,0.6620,916.7460,0.01019,-0.000000000262
245,0.6671,924.0140,0.01042,-0.000000000258
246,0.6724,931.5960,0.01016,-0.000000000254
247,0.6776,939.1290,0.01004,-0.00000000025
248,0.6829,946.7090,0.01004,-0.000000000246
249,0.6882,954.3480,0.01008,-0.000000000242
250,0.6936,962.2300,0.01017,-0.000000000238
251,0.6990,969.6110,0.01017,-0.000000000235
252,0.7045,977.6730,0.01005,-0.000000000231
253,0.7100,985.6000,0.00991,-0.000000000227
254,0.7155,993.2720,0.00991,-0.000000000224
255,0.7211,1001.4600,0.00973,-0.00000000022
256,0.7267,1009.4500,0.00995,-0.000000000217
257,0.7324,1017.9100,0.00984,-0.000000000213
258,0.7381,1026.3200,0.00985,-0.00000000021
259,0.7439,1034.6800,0.00978,-0.000000000207
260,0.7497,1042.7000,0.00967,-0.000000000204
261,0.7556,1051.3700,0.00964,-0.0000000002
262,0.7615,1060.1300,0.00962,-0.000000000197
263,0.7674,1068.6200,0.00946,-0.000000000194
264,0.7734,1077.0500,0.00944,-0.000000000191
265,0.7794,1086.1200,0.00926,-0.000000000188
266,0.7855,1094.9800,0.00947,-0.000000000185
267,0.7917,1103.8200,0.00929,-0.000000000182
268,0.7978,1113.2000,0.0092,-0.000000000179
269,0.8041,1122.0000,0.00942,-0.000000000176
270,0.8103,1131.3300,0.00921,-0.000000000174
271,0.8167,1140.7100,0.00915,-0.000000000171
272,0.8230,1149.9300,0.0089,-0.000000000168
273,0.8295,1159.5300,0.00889,-0.000000000165
274,0.8359,1168.7200,0.00898,-0.000000000163
275,0.8425,1178.7500,0.0087,-0.00000000016
276,0.8491,1188.7800,0.00885,-0.000000000158
277,0.8557,1198.1000,0.00906,-0.000000000155
278,0.8624,1208.1500,0.00886,-0.000000000153
279,0.8691,1218.1400,0.00895,-0.00000000015
280,0.8759,1228.1600,0.00853,-0.000000000148
281,0.8827,1238.2800,0.0091,-0.000000000146
282,0.8896,1248.2800,0.00901,-0.000000000143
283,0.8966,1259.1600,0.00883,-0.000000000141
284,0.9036,1269.3800,0.00881,-0.000000000139
285,0.9106,1280.0700,0.00852,-0.000000000137
286,0.9177,1290.7000,0.00823,-0.000000000134
287,0.9249,1301.1900,0.00867,-0.000000000132
288,0.9321,1311.7900,0.00869,-0.00000000013
289,0.9394,1323.1700,0.00835,-0.000000000128
290,0.9467,1334.2900,0.00836,-0.000000000126
291,0.9541,1345.4200,0.0090,-0.000000000124
292,0.9616,1356.3400,0.00849,-0.000000000122
293,0.9691,1367.6600,0.00822,-0.00000000012
294,0.9766,1379.5300,0.00831,-0.000000000118
295,0.9843,1391.0900,0.00828,-0.000000000116
296,0.9920,1402.4600,0.00827,-0.000000000114
297,0.9997,1414.6100,0.00815,-0.000000000113
298,1.0075,1425.0600,0.0073,-0.000000000111
299,1.0154,1438.1300,0.00811,-0.000000000109
300,1.0233,1449.9900,0.00824,-0.000000000107
301,1.0313,1462.3500,0.00836,-0.000000000106
302,1.0393,1475.1200,0.00831,-0.000000000104
303,1.0475,1487.7300,0.00817,-0.000000000102
304,1.0556,1500.2900,0.0081,-0.0000000001
305,1.0639,1512.9400,0.00806,-0.000000000099
306,1.0722,1526.4000,0.00796,-0.000000000097
307,1.0806,1538.9300,0.00821,-0.000000000096
308,1.0890,1551.5700,0.00806,-0.000000000094
309,1.0975,1565.7400,0.00783,-0.000000000093
310,1.1061,1578.8400,0.00787,-0.000000000091
311,1.1147,1592.0000,0.00793,-0.00000000009
312,1.1234,1605.4100,0.00785,-0.000000000088
313,1.1322,1619.3600,0.00831,-0.000000000087
314,1.1410,1633.0600,0.00806,-0.000000000085
315,1.1499,1647.8100,0.00802,-0.000000000084
316,1.1589,1662.0300,0.00795,-0.000000000083
317,1.1680,1676.4600,0.00778,-0.000000000081
318,1.1771,1691.0300,0.00797,-0.00000000008
319,1.1863,1705.3200,0.00766,-0.000000000079
320,1.1955,1719.9300,0.00823,-0.000000000077
321,1.2049,1734.8900,0.0076,-0.000000000076
322,1.2143,1751.0900,0.00761,-0.000000000075
323,1.2238,1765.8100,0.00751,-0.000000000074
324,1.2333,1781.7200,0.0079,-0.000000000072
325,1.2429,1797.6600,0.00809,-0.000000000071
326,1.2526,1813.8800,0.00827,-0.00000000007
327,1.2624,1828.6800,0.00763,-0.000000000069
328,1.2723,1845.9200,0.00762,-0.000000000068
329,1.2822,1862.1000,0.0078,-0.000000000067
330,1.2922,1878.1300,0.00784,-0.000000000066
331,1.3023,1894.3300,0.00797,-0.000000000065
332,1.3125,1911.0000,0.00754,-0.000000000063
333,1.3227,1928.6100,0.00805,-0.000000000062
334,1.3331,1945.1600,0.00817,-0.000000000061
335,1.3435,1963.5600,0.00758,-0.00000000006
336,1.3540,1980.5400,0.0076,-0.000000000059
337,1.3645,1997.8700,0.00775,-0.000000000058
338,1.3752,2015.8300,0.00776,-0.000000000057
339,1.3859,2033.6900,0.00821,-0.000000000056
340,1.3968,2052.8900,0.0078,-0.000000000056
341,1.4077,2072.1100,0.00806,-0.000000000055
342,1.4187,2091.1400,0.00781,-0.000000000054
343,1.4297,2111.1500,0.00853,-0.000000000053
344,1.4409,2129.2700,0.00792,-0.000000000052
345,1.4521,2148.9800,0.00772,-0.000000000051
346,1.4635,2168.2400,0.00802,-0.00000000005
347,1.4749,2189.1200,0.00758,-0.000000000049
348,1.4864,2209.1300,0.00792,-0.000000000048
349,1.4980,2230.2900,0.00817,-0.000000000048
350,1.5097,2250.1100,0.00842,-0.000000000047
351,1.5215,2271.6600,0.00815,-0.000000000046
352,1.5334,2292.6300,0.00785,-0.000000000045
353,1.5454,2313.1800,0.00751,-0.000000000045
354,1.5574,2335.6500,0.0074,-0.000000000044
355,1.5696,2358.1600,0.00781,-0.000000000043
356,1.5819,2379.1200,0.00768,-0.000000000042
357,1.5942,2402.5400,0.00746,-0.000000000042
358,1.6067,2425.8000,0.00755,-0.000000000041
359,1.6192,2449.5300,0.00797,-0.00000000004
360,1.6318,2471.6000,0.00773,-0.000000000039
361,1.6446,2496.8700,0.0076,-0.000000000039
362,1.6574,2521.5700,0.00774,-0.000000000038
363,1.6704,2544.3800,0.0084,-0.000000000037
364,1.6834,2568.7100,0.00841,-0.000000000037
365,1.6966,2594.0800,0.00751,-0.000000000036
366,1.7098,2619.5500,0.0084,-0.000000000036
367,1.7232,2645.1300,0.0080,-0.000000000035
368,1.7366,2670.7400,0.00802,-0.000000000034
369,1.7502,2698.4400,0.00836,-0.000000000034
370,1.7638,2725.3600,0.00745,-0.000000000033
371,1.7776,2751.0100,0.00816,-0.000000000033
372,1.7915,2780.3900,0.00895,-0.000000000032
373,1.8055,2807.2700,0.00769,-0.000000000031
374,1.8196,2836.1100,0.00854,-0.000000000031
375,1.8338,2865.6200,0.00873,-0.00000000003
376,1.8481,2890.9800,0.00794,-0.00000000003
377,1.8625,2922.3100,0.00872,-0.000000000029
378,1.8771,2953.8100,0.00884,-0.000000000029
379,1.8917,2983.5900,0.00882,-0.000000000028
380,1.9065,3014.4400,0.00847,-0.000000000028
381,1.9214,3045.0900,0.00903,-0.000000000027
382,1.9364,3077.5800,0.00836,-0.000000000027
383,1.9515,3109.5600,0.00934,-0.000000000026
384,1.9667,3144.4800,0.00903,-0.000000000026
385,1.9821,3173.7600,0.0099,-0.000000000025
386,1.9976,3207.6300,0.00867,-0.000000000025
387,2.0132,3242.4400,0.00944,-0.000000000024
388,2.0289,3278.3100,0.0095,-0.000000000024
389,2.0447,3313.8400,0.00913,-0.000000000023
390,2.0607,3348.5300,0.00917,-0.000000000023
391,2.0768,3387.5400,0.00971,-0.000000000023
392,2.0930,3422.7700,0.01057,-0.000000000022
393,2.1094,3463.6400,0.00952,-0.000000000022
394,2.1258,3496.1100,0.01034,-0.000000000021
395,2.1424,3542.4100,0.01002,-0.000000000021
396,2.1592,3577.3400,0.00893,-0.000000000021
397,2.1760,3623.5400,0.00989,-0.00000000002
398,2.1930,3660.9900,0.01027,-0.00000000002
399,2.2101,3702.0300,0.01026,-0.000000000019
400,2.2274,3743.9500,0.01009,-0.000000000019
401,2.2448,3790.0000,0.01106,-0.000000000019
402,2.2623,3833.0800,0.00999,-0.000000000018
403,2.2800,3874.1700,0.01097,-0.000000000018
404,2.2978,3923.2100,0.01111,-0.000000000018
405,2.3157,3970.3100,0.01101,-0.000000000017
406,2.3338,4017.1600,0.0109,-0.000000000017
407,2.3520,4065.4600,0.01003,-0.000000000017
408,2.3704,4112.5200,0.01128,-0.000000000016
409,2.3889,4164.6400,0.01117,-0.000000000016
410,2.4076,4215.8000,0.01123,-0.000000000016
411,2.4263,4269.0100,0.01079,-0.000000000015
412,2.4453,4319.1700,0.01227,-0.000000000015
413,2.4644,4373.1200,0.01235,-0.000000000015
414,2.4836,4428.2300,0.01181,-0.000000000014
415,2.5030,4483.8900,0.01208,-0.000000000014
416,2.5226,4539.8800,0.0125,-0.000000000014
417,2.5423,4599.0400,0.0129,-0.000000000014
418,2.5621,4664.6300,0.01348,-0.000000000013
419,2.5821,4715.5000,0.01321,-0.000000000013
420,2.6023,4787.6200,0.01486,-0.000000000013
421,2.6226,4848.1700,0.01419,-0.000000000013
422,2.6431,4914.5300,0.01291,-0.000000000012
423,2.6637,4981.1200,0.01398,-0.000000000012
424,2.6845,5045.0000,0.01534,-0.000000000012
425,2.7055,5121.7500,0.01516,-0.000000000011
426,2.7266,5190.9700,0.01344,-0.000000000011
427,2.7479,5263.8600,0.01488,-0.000000000011
428,2.7694,5334.4500,0.01538,-0.000000000011
429,2.7910,5421.4800,0.01498,-0.000000000011
430,2.8128,5498.8100,0.01608,-0.00000000001
431,2.8347,5575.7400,0.01441,-0.00000000001
432,2.8569,5666.1500,0.01651,-0.00000000001
433,2.8792,5742.8700,0.01716,-0.00000000001
434,2.9017,5828.4600,0.01663,-0.000000000009
435,2.9243,5921.6900,0.01729,-0.000000000009
436,2.9471,6005.0700,0.01702,-0.000000000009
437,2.9702,6110.0600,0.01789,-0.000000000009
438,2.9934,6210.6600,0.01744,-0.000000000009
439,3.0167,6299.9800,0.01796,-0.000000000008
440,3.0403,6409.8600,0.01822,-0.000000000008
441,3.0640,6510.4100,0.01817,-0.000000000008
442,3.0879,6619.2800,0.02041,-0.000000000008
443,3.1121,6733.8200,0.01954,-0.000000000008
444,3.1364,6853.1800,0.0204,-0.000000000007
445,3.1608,6973.2200,0.01987,-0.000000000007
446,3.1855,7102.1400,0.02106,-0.000000000007
447,3.2104,7217.9400,0.02194,-0.000000000007
448,3.2355,7370.6300,0.02328,-0.000000000007
449,3.2607,7494.5100,0.02204,-0.000000000007
450,3.2862,7624.5300,0.02442,-0.000000000006
451,3.3119,7775.0900,0.02398,-0.000000000006
452,3.3377,7941.7300,0.02426,-0.000000000006
453,3.3638,8099.3200,0.02477,-0.000000000006
454,3.3900,8250.3800,0.02455,-0.000000000006
455,3.4165,8417.2500,0.02667,-0.000000000006
456,3.4432,8587.3600,0.02666,-0.000000000005
457,3.4701,8775.6800,0.02853,-0.000000000005
458,3.4972,8967.4300,0.02747,-0.000000000005
459,3.5245,9179.8400,0.02725,-0.000000000005
460,3.5520,9344.3000,0.03045,-0.000000000005
461,3.5797,9578.4200,0.02999,-0.000000000005
462,3.6077,9790.4800,0.0303,-0.000000000005
463,3.6358,10046.9000,0.03229,-0.000000000004
464,3.6642,10273.4000,0.03335,-0.000000000004
465,3.6929,10517.3000,0.03618,-0.000000000004
466,3.7217,10786.1000,0.0389,-0.000000000004
467,3.7507,11088.7000,0.03711,-0.000000000004
468,3.7800,11401.7000,0.03823,-0.000000000004
469,3.8095,11688.0000,0.03618,-0.000000000004
470,3.8393,12040.4000,0.03987,-0.000000000003
471,3.8693,12324.9000,0.03891,-0.000000000003
472,3.8995,12746.9000,0.04213,-0.000000000003
473,3.9299,13143.1000,0.04379,-0.000000000003
474,3.9606,13527.7000,0.04755,-0.000000000003
475,3.9915,13934.4000,0.04636,-0.000000000003
476,4.0227,14427.4000,0.04819,-0.000000000003
477,4.0541,14935.5000,0.05195,-0.000000000003
478,4.0858,15455.8000,0.05035,-0.000000000003
479,4.1177,16036.9000,0.05319,-0.000000000002
480,4.1498,16596.5000,0.05646,-0.000000000002
481,4.1822,17325.8000,0.05943,-0.000000000002
482,4.2149,17970.9000,0.06136,-0.000000000002
483,4.2478,18753.4000,0.06862,-0.000000000002
484,4.2810,19465.8000,0.07226,-0.000000000002
485,4.3144,20385.0000,0.06982,-0.000000000002
486,4.3481,21447.1000,0.0807,-0.000000000002
487,4.3820,22664.1000,0.08481,-0.000000000002
488,4.4163,23697.4000,0.0895,-0.000000000002
489,4.4507,25051.9000,0.09671,-0.000000000001
490,4.4855,26445.6000,0.09628,-0.000000000001
491,4.5205,28041.8000,0.11054,-0.000000000001
492,4.5558,30249.8000,0.11571,-0.000000000001
493,4.5914,32054.4000,0.12119,-0.000000000001
494,4.6272,34925.7000,0.12173,-0.000000000001
495,4.6634,37774.8000,0.1424,-0.000000000001
496,4.6998,41055.1000,0.16294,-0.000000000001
497,4.7365,44941.8000,0.17908,-0.000000000001
498,4.7735,50317.0000,0.20141,-0.000000000001
499,4.8107,56765.0000,0.23337,-0.000000000001
500,4.8483,64374.7000,0.25997,-0.000000000001
501,4.8862,75077.6000,0.2980,0.0000
502,4.9243,87034.2000,0.35513,0.0000
503,4.9628,107783.0000,0.4889,0.0000
504,5.0015,132323.0000,0.70554,0.0000
505,5.0406,178730.0000,1.00493,0.0000
506,5.0799,226373.0000,2.53021,0.0000
507,5.1196,236818.0000,8.2530,0.000000000001
508,5.1596,193386.0000,1.50439,0.0000
509,5.1999,152054.0000,0.83913,0.0000
510,5.2405,120830.0000,0.6208,0.0000
511,5.2814,97643.7000,0.45137,0.0000
512,5.3226,80887.2000,0.37486,0.0000
513,5.3642,69681.1000,0.32775,0.0000
514,5.4061,60034.6000,0.26339,0.000000000001
515,5.4483,54059.2000,0.2338,0.000000000001
516,5.4908,47446.6000,0.21217,0.000000000001
517,5.5337,43401.5000,0.19458,0.000000000001
518,5.5769,39957.6000,0.17266,0.000000000001
519,5.6204,36415.1000,0.16216,0.000000000001
520,5.6643,33413.0000,0.15694,0.000000000001
521,5.7086,31339.2000,0.14834,0.000000000001
522,5.7531,29318.5000,0.13713,0.000000000001
523,5.7981,27707.5000,0.13291,0.000000000001
524,5.8433,26019.8000,0.11649,0.000000000001
525,5.8890,24585.5000,0.11449,0.000000000001
526,5.9349,23274.8000,0.11912,0.000000000001
527,5.9813,22126.1000,0.11091,0.000000000001
528,6.0280,21171.3000,0.10253,0.000000000001
529,6.0750,20172.8000,0.09999,0.000000000001
530,6.1225,19303.4000,0.09692,0.000000000001
531,6.1703,18454.4000,0.08934,0.000000000001
532,6.2185,17744.9000,0.08783,0.000000000001
533,6.2670,17076.2000,0.08826,0.000000000001
534,6.3160,16505.4000,0.08221,0.000000000002
535,6.3653,15873.0000,0.08115,0.000000000002
536,6.4150,15329.5000,0.07975,0.000000000002
537,6.4651,14798.4000,0.07826,0.000000000002
538,6.5155,14321.4000,0.0769,0.000000000002
539,6.5664,13907.2000,0.07295,0.000000000002
540,6.6177,13451.7000,0.07173,0.000000000002
541,6.6694,13074.0000,0.06703,0.000000000002
542,6.7214,12670.1000,0.0690,0.000000000002
543,6.7739,12315.0000,0.06595,0.000000000002
544,6.8268,11973.2000,0.06203,0.000000000002
545,6.8801,11700.1000,0.06425,0.000000000002
546,6.9339,11385.1000,0.06311,0.000000000002
547,6.9880,11070.0000,0.06058,0.000000000002
548,7.0426,10777.5000,0.0614,0.000000000002
549,7.0975,10548.8000,0.05601,0.000000000002
