Machine Module,SSA3021X
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,751
Sweep Time(s),1.140000,Auto
Start Frequency,+0.000000000e+00
Stop Frequency,+1.000000000e+09
Average Type,Log Pwr
RBW,100000.000000,Manual
VBW,100000.000000,Auto
Sweep Type,Continuous
Sweep Mode,Sweep
Sweep Rule,Speed
PreAmp State,OFF
Ref Level,+0.000000000e+00
Attenuation,20,Auto
Trigger Source,FreeRun
Trigger Level,+0.000000000e+00
Trigger Edge,FALL
Marker Information
Marker,Trace,Type,X Axis,Amplitude
M1,A,Frequency,0 Hz,-2.04 dB
Trace Math,0
Trace Variable X,Trace A
Trace Variable Y,Trace B
Trace Variable Z,Trace C
Trace Name,Trace A,Trace B,Trace C,Trace D
Trace Type,Max Hold,Max Hold,Max Hold,Max Hold
Trace Detector,Pos Peak,Pos Peak,Pos Peak,Pos Peak
Trace Data
1.866667e+08,-1.494141e+00,-2.841797e+00,-4.038086e+00,-5.083008e+00
1.880000e+08,-1.499023e+00,-2.866211e+00,-4.038086e+00,-5.122070e+00
1.893333e+08,-1.518555e+00,-2.856445e+00,-4.057617e+00,-5.117188e+00
1.906667e+08,-1.523438e+00,-2.885742e+00,-4.067383e+00,-5.175781e+00
1.920000e+08,-1.547852e+00,-2.895508e+00,-4.086914e+00,-5.185547e+00
1.933333e+08,-1.533203e+00,-2.880859e+00,-4.101562e+00,-5.195312e+00
1.946667e+08,-1.528320e+00,-2.915039e+00,-4.106445e+00,-5.214844e+00
1.960000e+08,-1.552734e+00,-2.919922e+00,-4.155273e+00,-5.244141e+00
1.973333e+08,-1.552734e+00,-2.919922e+00,-4.155273e+00,-5.239258e+00
1.986667e+08,-1.557617e+00,-2.934570e+00,-4.155273e+00,-5.263672e+00
2.000000e+08,-1.547852e+00,-2.939453e+00,-4.160156e+00,-5.258789e+00
2.013333e+08,-1.562500e+00,-2.968750e+00,-4.184570e+00,-5.302734e+00
2.026667e+08,-1.533203e+00,-2.929688e+00,-4.165039e+00,-5.258789e+00
2.040000e+08,-1.528320e+00,-2.910156e+00,-4.160156e+00,-5.263672e+00
2.053333e+08,-1.508789e+00,-2.924805e+00,-4.145508e+00,-5.253906e+00
2.066667e+08,-1.523438e+00,-2.915039e+00,-4.140625e+00,-5.249023e+00
2.080000e+08,-1.484375e+00,-2.875977e+00,-4.101562e+00,-5.195312e+00
2.093333e+08,-1.503906e+00,-2.871094e+00,-4.082031e+00,-5.205078e+00
2.106667e+08,-1.484375e+00,-2.832031e+00,-4.077148e+00,-5.175781e+00
2.120000e+08,-1.474609e+00,-2.827148e+00,-4.057617e+00,-5.141602e+00
2.133333e+08,-1.445312e+00,-2.797852e+00,-3.999023e+00,-5.087891e+00
2.146667e+08,-1.425781e+00,-2.753906e+00,-3.969727e+00,-5.073242e+00
2.160000e+08,-1.430664e+00,-2.744141e+00,-3.969727e+00,-5.048828e+00
2.173333e+08,-1.401367e+00,-2.719727e+00,-3.930664e+00,-4.985352e+00
2.186667e+08,-1.401367e+00,-2.719727e+00,-3.881836e+00,-4.975586e+00
2.200000e+08,-1.357422e+00,-2.646484e+00,-3.818359e+00,-4.877930e+00
2.213333e+08,-1.323242e+00,-2.592773e+00,-3.769531e+00,-4.804688e+00
2.226667e+08,-1.323242e+00,-2.553711e+00,-3.735352e+00,-4.750977e+00
2.240000e+08,-1.293945e+00,-2.529297e+00,-3.671875e+00,-4.702148e+00
2.253333e+08,-1.269531e+00,-2.480469e+00,-3.603516e+00,-4.638672e+00
2.266667e+08,-1.254883e+00,-2.456055e+00,-3.579102e+00,-4.584961e+00
2.280000e+08,-1.235352e+00,-2.436523e+00,-3.559570e+00,-4.565430e+00
2.293333e+08,-1.220703e+00,-2.368164e+00,-3.476562e+00,-4.477539e+00
2.306667e+08,-1.196289e+00,-2.343750e+00,-3.452148e+00,-4.458008e+00
2.320000e+08,-1.157227e+00,-2.304688e+00,-3.403320e+00,-4.360352e+00
2.333333e+08,-1.142578e+00,-2.265625e+00,-3.334961e+00,-4.306641e+00
2.346667e+08,-1.152344e+00,-2.260742e+00,-3.325195e+00,-4.287109e+00
2.360000e+08,-1.123047e+00,-2.226562e+00,-3.300781e+00,-4.223633e+00
2.373333e+08,-1.103516e+00,-2.182617e+00,-3.203125e+00,-4.165039e+00
2.386667e+08,-1.093750e+00,-2.202148e+00,-3.212891e+00,-4.125977e+00
2.400000e+08,-1.069336e+00,-2.153320e+00,-3.134766e+00,-4.091797e+00
2.413333e+08,-1.049805e+00,-2.094727e+00,-3.110352e+00,-4.023438e+00
2.426667e+08,-1.035156e+00,-2.089844e+00,-3.100586e+00,-3.984375e+00
2.440000e+08,-1.030273e+00,-2.075195e+00,-3.066406e+00,-3.945312e+00
2.453333e+08,-1.030273e+00,-2.084961e+00,-3.056641e+00,-3.959961e+00
2.466667e+08,-1.010742e+00,-2.045898e+00,-3.012695e+00,-3.872070e+00
2.480000e+08,-1.010742e+00,-2.036133e+00,-3.007812e+00,-3.891602e+00
2.493333e+08,-1.005859e+00,-2.021484e+00,-2.963867e+00,-3.857422e+00
2.506667e+08,-1.010742e+00,-2.036133e+00,-2.963867e+00,-3.852539e+00
2.520000e+08,-9.863281e-01,-1.972656e+00,-2.934570e+00,-3.793945e+00
2.533333e+08,-9.716797e-01,-1.972656e+00,-2.919922e+00,-3.769531e+00
2.546667e+08,-9.814453e-01,-1.958008e+00,-2.871094e+00,-3.725586e+00
2.560000e+08,-9.912109e-01,-1.982422e+00,-2.895508e+00,-3.769531e+00
2.573333e+08,-9.619141e-01,-1.943359e+00,-2.836914e+00,-3.735352e+00
2.586667e+08,-9.716797e-01,-1.948242e+00,-2.871094e+00,-3.706055e+00
2.600000e+08,-9.960938e-01,-1.982422e+00,-2.910156e+00,-3.754883e+00
2.613333e+08,-9.863281e-01,-1.972656e+00,-2.885742e+00,-3.715820e+00
2.626667e+08,-9.570312e-01,-1.987305e+00,-2.871094e+00,-3.745117e+00
2.640000e+08,-9.863281e-01,-1.977539e+00,-2.890625e+00,-3.740234e+00
2.653333e+08,-1.000977e+00,-1.987305e+00,-2.875977e+00,-3.759766e+00
2.666667e+08,-9.765625e-01,-1.987305e+00,-2.885742e+00,-3.710938e+00
2.680000e+08,-9.912109e-01,-2.021484e+00,-2.929688e+00,-3.750000e+00
2.693333e+08,-9.814453e-01,-2.001953e+00,-2.915039e+00,-3.735352e+00
2.706667e+08,-1.005859e+00,-2.026367e+00,-2.910156e+00,-3.769531e+00
2.720000e+08,-1.015625e+00,-2.031250e+00,-2.924805e+00,-3.754883e+00
2.733333e+08,-1.025391e+00,-2.045898e+00,-2.949219e+00,-3.803711e+00
2.746667e+08,-1.010742e+00,-2.065430e+00,-2.954102e+00,-3.789062e+00
2.760000e+08,-1.000977e+00,-2.075195e+00,-2.949219e+00,-3.803711e+00
2.773333e+08,-1.015625e+00,-2.050781e+00,-2.954102e+00,-3.813477e+00
2.786667e+08,-1.025391e+00,-2.104492e+00,-3.002930e+00,-3.808594e+00
2.800000e+08,-1.025391e+00,-2.089844e+00,-3.002930e+00,-3.847656e+00
2.813333e+08,-1.044922e+00,-2.109375e+00,-3.012695e+00,-3.872070e+00
2.826667e+08,-1.015625e+00,-2.099609e+00,-2.988281e+00,-3.833008e+00
2.840000e+08,-1.015625e+00,-2.094727e+00,-3.007812e+00,-3.881836e+00
2.853333e+08,-9.960938e-01,-2.080078e+00,-3.002930e+00,-3.867188e+00
2.866667e+08,-1.000977e+00,-2.080078e+00,-3.007812e+00,-3.862305e+00
2.880000e+08,-9.960938e-01,-2.070312e+00,-3.051758e+00,-3.886719e+00
2.893333e+08,-1.015625e+00,-2.075195e+00,-3.017578e+00,-3.847656e+00
2.906667e+08,-1.010742e+00,-2.060547e+00,-3.037109e+00,-3.847656e+00
2.920000e+08,-1.000977e+00,-2.060547e+00,-3.017578e+00,-3.857422e+00
2.933333e+08,-1.035156e+00,-2.060547e+00,-3.041992e+00,-3.862305e+00
2.946667e+08,-1.015625e+00,-2.060547e+00,-3.027344e+00,-3.867188e+00
2.960000e+08,-1.010742e+00,-2.060547e+00,-3.017578e+00,-3.896484e+00
2.973333e+08,-1.005859e+00,-2.041016e+00,-3.012695e+00,-3.847656e+00
2.986667e+08,-9.912109e-01,-2.036133e+00,-2.998047e+00,-3.833008e+00
3.000000e+08,-1.005859e+00,-2.055664e+00,-3.017578e+00,-3.857422e+00
3.013333e+08,-9.912109e-01,-2.050781e+00,-2.983398e+00,-3.847656e+00
3.026667e+08,-1.035156e+00,-2.041016e+00,-3.032227e+00,-3.881836e+00
3.040000e+08,-1.025391e+00,-2.045898e+00,-3.027344e+00,-3.872070e+00
3.053333e+08,-1.020508e+00,-2.016602e+00,-3.027344e+00,-3.857422e+00
3.066667e+08,-1.015625e+00,-2.045898e+00,-3.046875e+00,-3.862305e+00
3.080000e+08,-1.035156e+00,-2.041016e+00,-3.041992e+00,-3.891602e+00
3.093333e+08,-1.025391e+00,-2.036133e+00,-3.046875e+00,-3.876953e+00
3.106667e+08,-1.025391e+00,-2.031250e+00,-3.061523e+00,-3.881836e+00
3.120000e+08,-1.025391e+00,-2.021484e+00,-3.027344e+00,-3.881836e+00
3.133333e+08,-1.035156e+00,-2.065430e+00,-3.032227e+00,-3.876953e+00
3.146667e+08,-1.030273e+00,-2.055664e+00,-3.032227e+00,-3.891602e+00
3.160000e+08,-1.035156e+00,-2.041016e+00,-3.037109e+00,-3.862305e+00
3.173333e+08,-1.025391e+00,-2.031250e+00,-2.993164e+00,-3.862305e+00
3.186667e+08,-1.044922e+00,-2.045898e+00,-3.012695e+00,-3.842773e+00
3.200000e+08,-1.020508e+00,-2.045898e+00,-3.017578e+00,-3.867188e+00
