Machine Module,SSA3021X
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,751
Sweep Time(s),1.822500,Auto
Start Frequency,+9.900000000e+05
Stop Frequency,+1.989900000e+08
Average Type,Log Pwr
RBW,30000.000000,Manual
VBW,30000.000000,Auto
Sweep Type,Continuous
Sweep Mode,Sweep
Sweep Rule,Speed
PreAmp State,OFF
Ref Level,+0.000000000e+00
Attenuation,20,Auto
Trigger Source,FreeRun
Trigger Level,+0.000000000e+00
Trigger Edge,FALL
Marker Information
Marker,Trace,Type,X Axis,Amplitude
M1,A,Frequency,990.000 kHz,-6.97 dB
Trace Math,0
Trace Variable X,Trace A
Trace Variable Y,Trace B
Trace Variable Z,Trace C
Trace Name,Trace A,Trace B,Trace C
Trace Type,Max Hold,Max Hold,Max Hold
Trace Detector,Pos Peak,Pos Peak,Pos Peak
Trace Data
4.983000e+07,-2.760097e+01,-4.487148e+01,-4.513515e+01
5.009400e+07,-2.754238e+01,-4.432460e+01,-4.432460e+01
5.035800e+07,-2.738125e+01,-4.404140e+01,-4.432460e+01
5.062200e+07,-2.733242e+01,-4.469082e+01,-4.469082e+01
5.088600e+07,-2.726406e+01,-4.436367e+01,-4.447597e+01
5.115000e+07,-2.717128e+01,-4.437343e+01,-4.456386e+01
5.141400e+07,-2.707851e+01,-4.426113e+01,-4.451503e+01
5.167800e+07,-2.693691e+01,-4.410488e+01,-4.410488e+01
5.194200e+07,-2.701015e+01,-4.391933e+01,-4.420253e+01
5.220600e+07,-2.691738e+01,-4.349941e+01,-4.400234e+01
5.247000e+07,-2.689785e+01,-4.335292e+01,-4.417812e+01
5.273400e+07,-2.681972e+01,-4.300625e+01,-4.406582e+01
5.299800e+07,-2.675625e+01,-4.279140e+01,-4.362636e+01
5.326200e+07,-2.673183e+01,-4.271816e+01,-4.412441e+01
5.352600e+07,-2.664394e+01,-4.248867e+01,-4.373867e+01
5.379000e+07,-2.658535e+01,-4.207851e+01,-4.429531e+01
5.405400e+07,-2.651699e+01,-4.184414e+01,-4.392421e+01
5.431800e+07,-2.646328e+01,-4.204921e+01,-4.378261e+01
5.458200e+07,-2.641445e+01,-4.180996e+01,-4.390957e+01
5.484600e+07,-2.635585e+01,-4.139003e+01,-4.411464e+01
5.511000e+07,-2.631191e+01,-4.125820e+01,-4.408535e+01
5.537400e+07,-2.616542e+01,-4.113613e+01,-4.377773e+01
5.563800e+07,-2.619960e+01,-4.077480e+01,-4.370449e+01
5.590200e+07,-2.612636e+01,-4.081875e+01,-4.390468e+01
5.616600e+07,-2.613613e+01,-4.024746e+01,-4.378750e+01
5.643000e+07,-2.602382e+01,-4.019375e+01,-4.387539e+01
5.669400e+07,-2.595546e+01,-4.014492e+01,-4.344082e+01
5.695800e+07,-2.599453e+01,-4.021328e+01,-4.375332e+01
5.722200e+07,-2.586757e+01,-3.985195e+01,-4.371914e+01
5.748600e+07,-2.579921e+01,-3.997402e+01,-4.359218e+01
5.775000e+07,-2.578945e+01,-3.949550e+01,-4.344082e+01
5.801400e+07,-2.573085e+01,-3.937832e+01,-4.321132e+01
5.827800e+07,-2.569667e+01,-3.945644e+01,-4.326992e+01
5.854200e+07,-2.566250e+01,-3.919765e+01,-4.326992e+01
5.880600e+07,-2.558437e+01,-3.906582e+01,-4.319667e+01
5.907000e+07,-2.551113e+01,-3.890957e+01,-4.325527e+01
5.933400e+07,-2.555507e+01,-3.845058e+01,-4.339687e+01
5.959800e+07,-2.548671e+01,-3.869960e+01,-4.352871e+01
5.986200e+07,-2.544277e+01,-3.849941e+01,-4.345058e+01
6.012600e+07,-2.531582e+01,-3.846523e+01,-4.317714e+01
6.039000e+07,-2.526210e+01,-3.804042e+01,-4.355312e+01
