Machine Module,SSA3021X
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,751
Sweep Time(s),0.336000,Auto
Start Frequency,+0.000000000e+00
Stop Frequency,+1.000000000e+09
Average Type,Log Pwr
RBW,300000.000000,Manual
VBW,300000.000000,Auto
Sweep Type,Continuous
Sweep Mode,Sweep
Sweep Rule,Speed
PreAmp State,OFF
Ref Level,+0.000000000e+00
Attenuation,20,Auto
Trigger Source,FreeRun
Trigger Level,+0.000000000e+00
Trigger Edge,FALL
Marker Information
Marker,Trace,Type,X Axis,Amplitude
Trace Math,0
Trace Variable X,Trace A
Trace Variable Y,Trace B
Trace Variable Z,Trace C
Trace Name,Trace A,Trace B,Trace C,Trace D
Trace Type,Max Hold,Max Hold,Max Hold,Max Hold
Trace Detector,Pos Peak,Pos Peak,Pos Peak,Pos Peak
Trace Data
2.800000e+08,-8.886719e-01,-1.865234e+00,-2.788086e+00,-3.544922e+00
2.813333e+08,-9.375000e-01,-1.889648e+00,-2.817383e+00,-3.608398e+00
2.826667e+08,-9.082031e-01,-1.875000e+00,-2.768555e+00,-3.559570e+00
2.840000e+08,-8.740234e-01,-1.850586e+00,-2.788086e+00,-3.530273e+00
2.853333e+08,-8.935547e-01,-1.855469e+00,-2.807617e+00,-3.559570e+00
2.866667e+08,-8.935547e-01,-1.860352e+00,-2.778320e+00,-3.588867e+00
2.880000e+08,-8.349609e-01,-1.865234e+00,-2.792969e+00,-3.564453e+00
2.893333e+08,-9.716797e-01,-1.904297e+00,-2.871094e+00,-3.662109e+00
2.906667e+08,-9.326172e-01,-1.840820e+00,-2.836914e+00,-3.564453e+00
2.920000e+08,-8.691406e-01,-1.870117e+00,-2.797852e+00,-3.583984e+00
2.933333e+08,-9.130859e-01,-1.840820e+00,-2.802734e+00,-3.564453e+00
2.946667e+08,-9.423828e-01,-1.845703e+00,-2.841797e+00,-3.574219e+00
2.960000e+08,-9.716797e-01,-1.914062e+00,-2.866211e+00,-3.632812e+00
2.973333e+08,-9.033203e-01,-1.816406e+00,-2.758789e+00,-3.583984e+00
2.986667e+08,-8.984375e-01,-1.835938e+00,-2.768555e+00,-3.583984e+00
3.000000e+08,-9.960938e-01,-1.899414e+00,-2.895508e+00,-3.652344e+00
3.013333e+08,-9.179688e-01,-1.889648e+00,-2.856445e+00,-3.613281e+00
3.026667e+08,-9.472656e-01,-1.894531e+00,-2.871094e+00,-3.637695e+00
3.040000e+08,-9.619141e-01,-1.879883e+00,-2.880859e+00,-3.657227e+00
3.053333e+08,-9.326172e-01,-1.933594e+00,-2.866211e+00,-3.608398e+00
3.066667e+08,-1.000977e+00,-1.938477e+00,-2.924805e+00,-3.686523e+00
