Machine Module,SSA3021X
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,751
Sweep Time(s),0.456000,Auto
Start Frequency,+0.000000000e+00
Stop Frequency,+4.000000000e+08
Average Type,Log Pwr
RBW,100000.000000,Manual
VBW,100000.000000,Auto
Sweep Type,Continuous
Sweep Mode,Sweep
Sweep Rule,Speed
PreAmp State,OFF
Ref Level,+0.000000000e+00
Attenuation,20,Auto
Trigger Source,FreeRun
Trigger Level,+0.000000000e+00
Trigger Edge,FALL
Marker Information
Marker,Trace,Type,X Axis,Amplitude
Trace Math,0
Trace Variable X,Trace A
Trace Variable Y,Trace B
Trace Variable Z,Trace C
9.653334e+07,-2.666016e+00
9.706667e+07,-2.700195e+00
9.760000e+07,-2.666016e+00
9.813334e+07,-2.656250e+00
9.866666e+07,-2.685547e+00
9.920000e+07,-2.690430e+00
9.973333e+07,-2.705078e+00
1.002667e+08,-2.709961e+00
1.008000e+08,-2.705078e+00
1.013333e+08,-2.705078e+00
1.018667e+08,-2.705078e+00
1.024000e+08,-2.705078e+00
1.029333e+08,-2.729492e+00
1.034667e+08,-2.753906e+00
1.040000e+08,-2.714844e+00
1.045333e+08,-2.719727e+00
1.050667e+08,-2.739258e+00
1.056000e+08,-2.749023e+00
1.061333e+08,-2.739258e+00
1.066667e+08,-2.753906e+00
1.072000e+08,-2.778320e+00
1.077333e+08,-2.763672e+00
1.082667e+08,-2.792969e+00
1.088000e+08,-2.778320e+00
1.093333e+08,-2.788086e+00
1.098667e+08,-2.758789e+00
1.104000e+08,-2.778320e+00
1.109333e+08,-2.763672e+00
1.114667e+08,-2.797852e+00
1.120000e+08,-2.807617e+00
1.125333e+08,-2.807617e+00
1.130667e+08,-2.797852e+00
1.136000e+08,-2.802734e+00
1.141333e+08,-2.841797e+00
1.146667e+08,-2.817383e+00
1.152000e+08,-2.827148e+00
1.157333e+08,-2.807617e+00
1.162667e+08,-2.807617e+00
1.168000e+08,-2.822266e+00
1.173333e+08,-2.817383e+00
1.178667e+08,-2.832031e+00
1.184000e+08,-2.822266e+00
1.189333e+08,-2.827148e+00
1.194667e+08,-2.812500e+00
1.200000e+08,-2.827148e+00
1.205333e+08,-2.846680e+00
1.210667e+08,-2.841797e+00
1.216000e+08,-2.836914e+00
1.221333e+08,-2.832031e+00
1.226667e+08,-2.832031e+00
1.232000e+08,-2.846680e+00
1.237333e+08,-2.841797e+00
1.242667e+08,-2.836914e+00
1.248000e+08,-2.841797e+00
1.253333e+08,-2.861328e+00
1.258667e+08,-2.827148e+00
1.264000e+08,-2.836914e+00
1.269333e+08,-2.807617e+00
1.274667e+08,-2.812500e+00
1.280000e+08,-2.792969e+00
1.285333e+08,-2.807617e+00
1.290667e+08,-2.797852e+00
1.296000e+08,-2.783203e+00
1.301333e+08,-2.807617e+00
1.306667e+08,-2.812500e+00
1.312000e+08,-2.783203e+00
1.317333e+08,-2.783203e+00
1.322667e+08,-2.797852e+00
1.328000e+08,-2.792969e+00
1.333333e+08,-2.788086e+00
1.338667e+08,-2.812500e+00
1.344000e+08,-2.822266e+00
1.349333e+08,-2.807617e+00
1.354667e+08,-2.832031e+00
1.360000e+08,-2.832031e+00
1.365333e+08,-2.841797e+00
1.370667e+08,-2.846680e+00
1.376000e+08,-2.836914e+00
1.381333e+08,-2.866211e+00
1.386667e+08,-2.856445e+00
1.392000e+08,-2.861328e+00
1.397333e+08,-2.866211e+00
1.402667e+08,-2.871094e+00
1.408000e+08,-2.871094e+00
1.413333e+08,-2.846680e+00
1.418667e+08,-2.856445e+00
1.424000e+08,-2.875977e+00
1.429333e+08,-2.846680e+00
1.434667e+08,-2.846680e+00
1.440000e+08,-2.832031e+00
1.445333e+08,-2.836914e+00
1.450667e+08,-2.836914e+00
1.456000e+08,-2.832031e+00
1.461333e+08,-2.822266e+00
1.466667e+08,-2.802734e+00
1.472000e+08,-2.807617e+00
1.477333e+08,-2.812500e+00
1.482667e+08,-2.773438e+00
1.488000e+08,-2.763672e+00
1.493333e+08,-2.778320e+00
1.498667e+08,-2.788086e+00
1.504000e+08,-2.797852e+00
1.509333e+08,-2.802734e+00
1.514667e+08,-2.768555e+00
1.520000e+08,-2.753906e+00
1.525333e+08,-2.758789e+00
1.530667e+08,-2.758789e+00
1.536000e+08,-2.758789e+00
1.541333e+08,-2.758789e+00
1.546667e+08,-2.749023e+00
1.552000e+08,-2.734375e+00
1.557333e+08,-2.709961e+00
1.562667e+08,-2.744141e+00
1.568000e+08,-2.719727e+00
1.573333e+08,-2.714844e+00
1.578667e+08,-2.695312e+00
1.584000e+08,-2.700195e+00
1.589333e+08,-2.700195e+00
1.594667e+08,-2.729492e+00
1.600000e+08,-2.724609e+00
1.605333e+08,-2.685547e+00
1.610667e+08,-2.709961e+00
1.616000e+08,-2.700195e+00
1.621333e+08,-2.690430e+00
1.626667e+08,-2.690430e+00
1.632000e+08,-2.670898e+00
1.637333e+08,-2.685547e+00
1.642667e+08,-2.680664e+00
