Machine Module,SSA3032X-R,3.2.2.6.0R7
Y Axis Scale,LOG
Y Axis Unit,dBm
Impedance,50
Number of Points,751
PreAmp State,OFF
Ref Level,-2.000000000E+01
Attenuation,0.000000,Manual
Sweep Time,49442231.075697,Auto
Start Frequency,+0.000000000E+00
Stop Frequency,+4.944223108E+07
Average Type,Log Pwr
RBW,100000.000000,Manual
VBW,10.000000,Manual
Sweep Type,Continuous
Sweep Mode,Speed
Sweep Rule,Auto
Trigger Source,Free Run
Trigger Level,+0.000000000E+00
Trigger Edge,Rise
Marker,1,2,3,4,5,6,7,8
Marker Type,Normal,Off,Off,Off,Off,Off,Off,Off
Marker on Trace,A,,,,,,,
Marker Read Out,Frequency,,,,,,,
Marker X Axis,49000000.00000000,,,,,,,
Marker Ampt,-89.44249630,,,,,,,
Trace Math,OFF
Trace Variable X,Trace A
Trace Variable Y,Trace B
Trace Variable Z,Trace C
Trace Name,Trace A
Trace Type,Clear Write
Trace Detector,Sample
Trace Data
0,-12.63
65923,-23.51
131846,-47.28
197769,-59.61
263692,-60.30
329615,-61.84
395538,-62.95
461461,-65.07
527384,-64.50
593307,-63.60
659230,-62.24
725153,-61.15
791076,-55.08
856999,-28.48
922922,-15.02
988845,-12.99
1054768,-21.91
1120691,-43.41
1186614,-61.20
1252537,-61.90
1318459,-63.67
1384382,-65.74
1450305,-67.21
1516228,-69.10
1582151,-69.85
1648074,-70.33
1713997,-71.61
1779920,-71.91
1845843,-72.22
1911766,-71.12
1977689,-71.62
2043612,-71.62
2109535,-71.19
2175458,-73.43
2241381,-69.79
2307304,-70.44
2373227,-68.92
2439150,-64.78
2505073,-66.13
2570996,-66.95
2636919,-69.66
2702842,-65.04
2768765,-67.31
2834688,-48.39
2900611,-30.57
2966534,-24.83
3032457,-30.24
3098380,-46.97
3164303,-68.30
3230226,-66.57
3296149,-69.33
3362072,-67.29
3427995,-68.79
3493918,-67.07
3559841,-70.43
3625764,-68.47
3691687,-67.05
3757610,-69.32
3823533,-65.50
3889456,-64.94
