Machine Module,SSA3032X-R,3.2.2.6.0R7
Y Axis Scale,LOG
Y Axis Unit,dBμV
Impedance,50
Number of Points,751
PreAmp State,OFF
Ref Level,+1.000000000E+01
Attenuation,30.000000,Manual
Sweep Time,3000.000000,Auto
Start Frequency,+0.000000000E+00
Stop Frequency,+3.000000000E+07
Average Type,Log Pwr
RBW,1000000.000000,Manual
VBW,100000.000000,Manual
Sweep Type,Continuous
Sweep Mode,Speed
Sweep Rule,Auto
Trigger Source,Free Run
Trigger Level,+0.000000000E+00
Trigger Edge,Rise
Marker,1,2,3,4,5,6,7,8
Marker Type,Normal,Off,Off,Off,Off,Off,Off,Off
Marker on Trace,A,,,,,,,
Marker Read Out,Frequency,,,,,,,
Marker X Axis,320000.00000000,,,,,,,
Marker Ampt,18.39920521,,,,,,,
Trace Math,OFF
Trace Variable X,Trace A
Trace Variable Y,Trace B
Trace Variable Z,Trace C
Trace Name,Trace A
Trace Type,Clear Write
Trace Detector,Pos Peak
Trace Data
0,127.08
40000,126.95
80000,126.84
120000,126.56
160000,126.52
200000,126.21
240000,125.88
280000,125.66
320000,125.39
360000,125.17
400000,124.93
440000,124.63
480000,124.15
520000,123.67
560000,123.06
600000,122.33
640000,121.64
680000,120.75
720000,119.91
760000,119.23
800000,118.47
840000,117.74
880000,116.82
920000,115.86
960000,114.86
1000000,113.74
1040000,112.34
1080000,111.28
1120000,109.83
1160000,108.44
1200000,107.10
1240000,105.80
1280000,104.34
1320000,103.02
1360000,101.48
1400000,99.89
1440000,98.20
1480000,101.05
1520000,96.14
1560000,92.70
1600000,90.54
1640000,88.45
1680000,86.32
1720000,84.34
1760000,85.00
1800000,81.43
1840000,78.29
1880000,75.80
1920000,83.54
1960000,88.94
2000000,71.75
2040000,68.24
2080000,65.40
2120000,66.65
2160000,66.99
2200000,74.48
2240000,77.34
2280000,67.23
2320000,65.59
2360000,63.29
2400000,83.96
2440000,74.40
2480000,66.01
2520000,64.93
2560000,64.87
2600000,64.10
2640000,63.61
2680000,71.63
2720000,68.07
2760000,60.98
2800000,64.07
2840000,69.23
2880000,83.85
2920000,68.66
2960000,63.09
3000000,58.72
3040000,62.70
3080000,61.46
3120000,64.60
3160000,67.21
3200000,62.93
3240000,62.51
3280000,62.08
3320000,82.17
3360000,75.50
3400000,61.66
3440000,63.73
3480000,62.26
3520000,60.03
3560000,60.17
3600000,64.84
3640000,64.14
3680000,61.12
3720000,61.08
3760000,59.80
3800000,79.31
3840000,63.60
3880000,58.56
3920000,58.16
3960000,58.48
4000000,63.48
4040000,63.45
4080000,62.21
4120000,56.96
4160000,57.40
4200000,58.75
4240000,79.31
4280000,78.09
4320000,59.27
4360000,58.55
4400000,57.57
4440000,58.91
4480000,59.01
4520000,63.50
4560000,63.42
4600000,57.20
4640000,56.55
4680000,59.34
4720000,75.90
4760000,62.59
4800000,59.82
4840000,57.92
4880000,55.24
4920000,58.70
4960000,60.49
5000000,64.65
5040000,59.44
5080000,56.77
5120000,60.24
5160000,75.97
5200000,77.45
5240000,62.57
5280000,56.76
5320000,55.31
5360000,56.77
5400000,57.22
5440000,61.60
5480000,62.38
5520000,54.34
5560000,55.46
5600000,59.86
5640000,75.08
5680000,64.05
5720000,58.85
5760000,57.40
5800000,58.18
5840000,57.80
5880000,58.49
5920000,62.23
5960000,61.65
6000000,55.84
6040000,57.61
6080000,65.85
6120000,72.57
6160000,59.23
6200000,59.22
6240000,59.15
6280000,57.69
6320000,57.05
6360000,58.77
6400000,62.69
6440000,56.39
6480000,56.44
6520000,56.97
6560000,70.67
6600000,63.96
6640000,55.19
6680000,56.08
6720000,57.50
6760000,57.10
6800000,58.19
6840000,60.81
6880000,59.33
6920000,59.83
6960000,56.68
7000000,55.79
7040000,71.37
7080000,57.81
7120000,56.96
7160000,58.49
7200000,56.84
7240000,54.68
7280000,54.43
7320000,56.05
7360000,56.42
7400000,56.92
7440000,55.48
7480000,60.02
7520000,56.75
7560000,54.96
7600000,56.57
7640000,68.20
7680000,73.04
7720000,56.29
7760000,56.03
7800000,57.20
7840000,56.51
7880000,51.27
7920000,59.58
7960000,60.50
8000000,53.59
8040000,55.83
8080000,55.46
8120000,73.29
8160000,64.11
8200000,57.09
8240000,57.40
8280000,55.60
8320000,55.35
8360000,49.94
8400000,59.25
8440000,55.82
8480000,54.98
8520000,55.53
8560000,56.28
8600000,71.39
8640000,57.94
8680000,56.11
8720000,56.31
8760000,54.70
8800000,54.18
8840000,57.30
8880000,59.72
8920000,56.08
8960000,52.99
9000000,51.16
9040000,71.67
9080000,66.94
9120000,56.13
9160000,56.93
9200000,54.00
9240000,72.88
9280000,59.34
9320000,54.32
9360000,52.37
9400000,54.58
9440000,54.39
9480000,54.98
9520000,59.76
9560000,51.35
9600000,51.82
9640000,56.32
9680000,54.47
9720000,72.14
9760000,54.76
9800000,53.40
9840000,54.63
9880000,54.34
9920000,54.32
9960000,53.64
10000000,58.03
10040000,53.72
10080000,54.43
10120000,53.55
10160000,70.77
10200000,68.37
10240000,56.53
10280000,52.98
10320000,53.87
10360000,55.85
10400000,57.58
10440000,57.98
10480000,55.74
10520000,55.73
10560000,54.50
10600000,55.08
10640000,70.67
10680000,57.18
10720000,52.02
10760000,51.37
10800000,54.14
10840000,53.62
10880000,52.95
10920000,56.01
10960000,53.08
11000000,50.89
11040000,52.18
11080000,68.81
11120000,71.16
11160000,57.37
11200000,53.62
11240000,53.16
11280000,53.74
11320000,53.13
11360000,56.15
11400000,56.86
11440000,53.84
11480000,55.88
11520000,55.62
11560000,70.04
11600000,61.66
11640000,54.24
11680000,52.85
11720000,51.72
11760000,69.14
11800000,60.69
11840000,55.36
11880000,54.63
11920000,51.88
11960000,48.08
12000000,49.58
12040000,56.58
12080000,55.92
12120000,53.44
12160000,52.55
12200000,56.49
12240000,69.63
12280000,56.02
12320000,52.92
12360000,51.60
12400000,51.78
12440000,52.31
12480000,55.65
12520000,60.23
12560000,53.99
12600000,50.13
12640000,50.64
12680000,69.09
12720000,65.89
12760000,54.57
12800000,53.16
12840000,52.66
12880000,51.44
12920000,53.01
12960000,58.80
13000000,56.26
13040000,51.81
13080000,52.64
13120000,52.69
13160000,68.52
13200000,55.70
13240000,52.80
13280000,49.97
13320000,52.27
13360000,52.29
13400000,51.52
13440000,56.91
13480000,54.30
13520000,50.95
13560000,51.84
13600000,63.17
13640000,67.84
13680000,57.91
13720000,54.18
13760000,53.39
13800000,55.54
13840000,54.67
13880000,54.41
13920000,57.37
13960000,55.83
14000000,53.18
14040000,51.68
14080000,65.64
14120000,61.12
14160000,52.18
14200000,53.65
14240000,54.12
14280000,67.25
14320000,63.31
14360000,51.06
14400000,48.74
14440000,50.23
14480000,52.51
14520000,52.60
14560000,55.02
14600000,53.29
14640000,49.83
14680000,52.74
14720000,52.05
14760000,65.83
14800000,58.11
14840000,54.35
14880000,51.69
14920000,52.32
14960000,51.73
15000000,53.37
15040000,55.90
15080000,52.46
15120000,53.59
15160000,52.02
15200000,61.61
15240000,66.30
15280000,57.66
15320000,52.33
15360000,51.62
15400000,51.95
15440000,54.25
15480000,52.44
15520000,53.76
15560000,56.63
15600000,52.77
15640000,52.18
15680000,63.91
15720000,60.19
15760000,52.59
15800000,51.89
15840000,49.48
15880000,51.24
15920000,53.48
15960000,56.09
16000000,55.13
16040000,54.45
16080000,49.80
16120000,47.42
16160000,63.76
16200000,52.65
16240000,52.08
16280000,52.37
16320000,53.45
16360000,51.33
16400000,53.49
16440000,54.77
16480000,55.32
16520000,52.86
16560000,54.12
16600000,55.59
16640000,62.24
16680000,53.72
16720000,54.24
16760000,54.56
16800000,51.22
16840000,52.91
16880000,54.24
16920000,55.55
16960000,52.61
17000000,51.82
17040000,51.83
17080000,60.21
17120000,58.30
17160000,53.99
17200000,52.95
17240000,53.49
17280000,50.44
17320000,50.18
17360000,50.59
17400000,53.10
17440000,53.77
17480000,49.22
17520000,50.34
17560000,61.48
17600000,57.21
17640000,54.84
17680000,52.06
17720000,50.74
17760000,51.68
17800000,53.33
17840000,56.77
17880000,54.56
17920000,54.97
17960000,52.90
18000000,53.67
18040000,60.98
18080000,52.84
18120000,54.34
18160000,54.42
18200000,50.14
18240000,50.09
18280000,52.22
18320000,52.36
18360000,51.07
18400000,49.53
18440000,50.76
18480000,58.18
18520000,59.56
18560000,51.08
18600000,52.41
18640000,51.74
18680000,50.22
18720000,52.49
18760000,51.24
