Machine Module,SSA3032X-R,3.2.2.6.0R7
Y Axis Scale,LOG
Y Axis Unit,dBμV
Impedance,50
Number of Points,751
PreAmp State,OFF
Ref Level,+1.000000000E+01
Attenuation,30.000000,Manual
Sweep Time,3000.000000,Auto
Start Frequency,+0.000000000E+00
Stop Frequency,+3.000000000E+07
Average Type,Log Pwr
RBW,1000000.000000,Manual
VBW,100000.000000,Manual
Sweep Type,Continuous
Sweep Mode,Speed
Sweep Rule,Auto
Trigger Source,Free Run
Trigger Level,+0.000000000E+00
Trigger Edge,Rise
Marker,1,2,3,4,5,6,7,8
Marker Type,Normal,Off,Off,Off,Off,Off,Off,Off
Marker on Trace,A,,,,,,,
Marker Read Out,Frequency,,,,,,,
Marker X Axis,320000.00000000,,,,,,,
Marker Ampt,18.55057240,,,,,,,
Trace Math,OFF
Trace Variable X,Trace A
Trace Variable Y,Trace B
Trace Variable Z,Trace C
Trace Name,Trace A
Trace Type,Clear Write
Trace Detector,Pos Peak
Trace Data
0,126.60
40000,126.56
80000,126.54
120000,126.50
160000,126.41
200000,126.27
240000,126.09
280000,125.87
320000,125.54
360000,125.17
400000,124.77
440000,124.32
480000,123.85
520000,123.34
560000,122.85
600000,122.22
640000,121.61
680000,120.92
720000,120.16
760000,119.35
800000,118.56
840000,117.60
880000,116.63
920000,115.62
960000,114.57
1000000,113.48
1040000,112.33
1080000,111.21
1120000,109.97
1160000,108.65
1200000,107.24
1240000,105.83
1280000,104.37
1320000,102.73
1360000,101.10
1400000,99.56
1440000,97.82
1480000,96.03
1520000,94.27
1560000,92.49
1600000,90.61
1640000,88.40
1680000,86.60
1720000,84.39
1760000,82.06
1800000,80.02
1840000,77.79
1880000,75.29
1920000,73.30
1960000,71.28
2000000,68.51
2040000,68.23
2080000,66.88
2120000,70.91
2160000,71.19
2200000,65.88
2240000,65.29
2280000,64.54
2320000,63.69
2360000,63.03
2400000,62.05
2440000,66.36
2480000,66.06
2520000,64.83
2560000,62.27
2600000,70.97
2640000,65.32
2680000,62.54
2720000,60.99
2760000,60.12
2800000,61.97
2840000,63.95
2880000,63.54
2920000,63.53
2960000,62.92
3000000,61.88
3040000,60.45
3080000,67.77
3120000,61.78
3160000,61.11
3200000,59.42
3240000,59.34
3280000,60.54
3320000,62.35
3360000,61.08
3400000,61.57
3440000,60.51
3480000,62.54
3520000,59.71
3560000,65.65
3600000,63.31
3640000,61.63
3680000,62.41
3720000,62.83
3760000,62.11
3800000,60.48
3840000,63.72
3880000,63.08
3920000,59.78
3960000,59.67
4000000,67.16
4040000,65.65
4080000,63.52
4120000,59.63
4160000,60.94
4200000,59.33
4240000,60.94
4280000,59.57
4320000,57.83
4360000,59.77
4400000,58.59
4440000,58.96
4480000,66.62
4520000,64.30
4560000,60.61
4600000,60.55
4640000,59.33
4680000,59.79
4720000,60.93
4760000,60.58
4800000,58.39
4840000,57.06
4880000,55.46
4920000,55.42
4960000,63.59
5000000,60.37
5040000,57.02
5080000,56.70
5120000,57.23
5160000,59.97
5200000,60.06
5240000,58.75
5280000,57.91
5320000,61.26
5360000,61.43
5400000,64.96
5440000,64.68
5480000,57.17
5520000,58.39
5560000,57.38
5600000,56.25
5640000,56.00
5680000,56.37
5720000,56.10
5760000,56.92
5800000,56.64
5840000,56.52
5880000,63.66
5920000,58.81
5960000,59.01
6000000,56.28
6040000,57.04
6080000,55.19
6120000,57.09
6160000,57.09
6200000,58.68
6240000,58.47
6280000,56.92
6320000,57.81
6360000,62.29
6400000,57.66
6440000,59.53
6480000,59.15
6520000,56.84
6560000,53.64
6600000,56.59
6640000,56.67
6680000,56.19
6720000,57.65
6760000,57.82
6800000,63.48
6840000,61.72
6880000,53.26
6920000,54.93
6960000,56.15
7000000,55.03
7040000,56.61
7080000,58.09
7120000,59.29
7160000,55.45
7200000,57.38
7240000,57.90
7280000,59.90
7320000,56.77
7360000,58.39
7400000,55.21
7440000,56.81
7480000,57.01
7520000,55.93
7560000,56.44
7600000,55.50
7640000,55.10
7680000,54.26
7720000,54.45
7760000,54.26
7800000,55.43
7840000,57.40
7880000,56.73
7920000,58.47
7960000,55.19
8000000,53.46
8040000,55.30
8080000,54.01
8120000,54.53
8160000,57.08
8200000,57.32
8240000,55.37
8280000,53.60
8320000,53.28
8360000,54.26
8400000,56.18
8440000,55.64
8480000,56.76
8520000,56.86
8560000,56.69
8600000,55.00
8640000,54.96
8680000,57.79
8720000,53.39
8760000,54.54
8800000,53.35
8840000,59.50
8880000,56.24
8920000,55.25
8960000,54.70
9000000,53.60
9040000,53.68
9080000,55.21
9120000,56.12
9160000,52.11
9200000,55.78
9240000,55.29
9280000,54.65
9320000,54.46
9360000,52.46
9400000,55.52
9440000,54.74
9480000,54.68
9520000,56.50
9560000,56.42
9600000,53.52
9640000,54.24
9680000,56.72
9720000,51.93
9760000,52.96
9800000,53.68
9840000,51.92
9880000,53.78
9920000,55.34
9960000,56.55
10000000,54.33
10040000,53.65
10080000,50.65
10120000,51.18
10160000,52.38
10200000,54.25
10240000,53.08
10280000,52.91
10320000,54.68
10360000,51.09
10400000,53.88
10440000,57.59
10480000,55.06
10520000,54.67
10560000,52.32
10600000,54.62
10640000,50.71
10680000,52.33
10720000,54.00
10760000,53.41
10800000,54.57
10840000,51.22
10880000,55.70
10920000,54.82
10960000,52.14
11000000,53.31
11040000,54.18
11080000,54.08
11120000,55.90
11160000,54.81
11200000,51.90
11240000,53.23
11280000,53.16
11320000,53.96
11360000,56.58
11400000,54.02
11440000,52.58
11480000,50.82
11520000,49.53
11560000,51.92
11600000,49.38
11640000,52.41
11680000,53.91
11720000,56.17
11760000,51.08
11800000,52.80
11840000,52.29
11880000,55.12
11920000,57.64
11960000,55.81
12000000,58.14
12040000,57.51
12080000,52.30
12120000,50.51
12160000,48.80
12200000,52.23
12240000,51.08
12280000,52.86
12320000,55.40
12360000,56.05
12400000,52.49
12440000,53.23
12480000,55.46
12520000,55.01
12560000,52.86
12600000,52.87
12640000,51.86
12680000,53.37
12720000,54.56
12760000,54.83
12800000,50.68
12840000,55.58
12880000,53.17
12920000,55.15
12960000,56.57
13000000,52.03
13040000,52.41
13080000,53.68
13120000,54.04
13160000,52.92
13200000,50.52
13240000,53.07
13280000,53.15
13320000,54.36
13360000,51.96
13400000,54.63
13440000,55.65
13480000,53.41
13520000,52.99
13560000,54.23
13600000,55.60
13640000,51.02
13680000,51.29
13720000,52.24
13760000,50.40
13800000,50.94
13840000,52.03
13880000,53.22
13920000,51.40
13960000,51.96
14000000,52.38
14040000,52.97
14080000,53.93
14120000,54.29
14160000,49.47
14200000,50.72
14240000,54.02
14280000,53.39
14320000,54.22
14360000,56.04
14400000,52.03
14440000,52.92
14480000,53.52
14520000,54.43
14560000,52.34
14600000,54.09
14640000,53.14
14680000,54.24
14720000,52.61
14760000,51.23
14800000,51.14
14840000,52.25
14880000,54.29
14920000,52.77
14960000,52.25
15000000,53.77
15040000,53.56
15080000,53.39
15120000,50.58
15160000,50.91
15200000,52.25
15240000,50.71
15280000,53.06
15320000,51.34
15360000,52.84
15400000,53.88
15440000,53.72
15480000,54.67
15520000,54.86
15560000,55.14
15600000,53.40
15640000,50.60
15680000,50.10
15720000,50.05
15760000,53.86
15800000,52.90
15840000,52.05
15880000,51.84
15920000,56.14
15960000,53.97
16000000,51.64
16040000,50.63
16080000,50.95
16120000,51.03
16160000,52.60
16200000,52.68
16240000,51.06
16280000,52.45
16320000,51.95
16360000,53.68
16400000,54.94
16440000,51.08
16480000,50.53
16520000,51.06
16560000,51.36
16600000,51.86
16640000,54.62
16680000,51.18
16720000,50.05
16760000,53.29
16800000,51.57
16840000,50.49
16880000,49.11
16920000,49.75
16960000,48.88
17000000,48.97
17040000,50.89
17080000,53.69
17120000,53.35
17160000,52.71
17200000,52.70
17240000,53.90
17280000,54.00
17320000,52.12
17360000,51.46
17400000,49.06
17440000,53.10
17480000,52.95
17520000,52.52
17560000,54.43
17600000,54.12
17640000,53.76
17680000,53.49
17720000,51.72
17760000,51.25
17800000,51.49
17840000,53.41
17880000,51.95
17920000,53.92
17960000,54.84
18000000,51.10
18040000,47.85
18080000,52.78
18120000,51.54
18160000,49.51
18200000,50.24
18240000,50.89
18280000,49.14
18320000,49.64
18360000,50.17
18400000,52.08
18440000,50.49
18480000,48.48
18520000,48.80
18560000,51.64
18600000,54.00
18640000,53.24
18680000,53.28
18720000,52.21
18760000,54.70
