Machine Module,SSA3032X-R,3.2.2.6.0R7
Y Axis Scale,LOG
Y Axis Unit,dBμV
Impedance,50
Number of Points,751
PreAmp State,OFF
Ref Level,+5.000000000E+00
Attenuation,30.000000,Manual
Sweep Time,7305437.000000,Auto
Start Frequency,+0.000000000E+00
Stop Frequency,+1.000000000E+06
Average Type,Log Pwr
RBW,30.000000,Manual
VBW,30.000000,Auto
Sweep Type,Continuous
Sweep Mode,Speed
Sweep Rule,Auto
Trigger Source,Free Run
Trigger Level,+0.000000000E+00
Trigger Edge,Rise
Marker,1,2,3,4,5,6,7,8
Marker Type,Normal,Off,Off,Off,Off,Off,Off,Off
Marker on Trace,A,,,,,,,
Marker Read Out,Frequency,,,,,,,
Marker X Axis,26666.66666667,,,,,,,
Marker Ampt,-55.01584375,,,,,,,
Trace Math,OFF
Trace Variable X,Trace A
Trace Variable Y,Trace B
Trace Variable Z,Trace C
Trace Name,Trace A
Trace Type,Clear Write
Trace Detector,Pos Peak
Trace Data
0,127.06
1333,53.54
2667,50.80
4000,52.85
5333,50.24
6667,50.97
8000,51.90
9333,51.57
10667,50.68
12000,50.69
13333,49.85
14667,49.36
16000,50.30
17333,50.24
18667,51.36
20000,65.23
21333,96.43
22667,84.65
24000,50.93
25333,50.42
26667,51.97
28000,50.18
29333,51.08
30667,49.95
32000,48.46
33333,49.87
34667,51.99
36000,51.06
37333,52.27
38667,48.97
40000,50.71
41333,67.32
42667,79.31
44000,86.87
45333,51.57
46667,52.30
48000,50.73
49333,51.08
50667,53.04
52000,51.64
53333,53.16
54667,48.93
56000,51.70
57333,51.02
58667,50.66
60000,53.95
61333,51.02
62667,67.44
64000,69.38
65333,77.42
66667,52.73
68000,51.67
69333,49.66
70667,50.57
72000,52.27
73333,51.21
74667,51.78
76000,48.63
77333,51.72
78667,52.55
80000,49.53
81333,51.33
82667,50.55
84000,60.94
85333,70.26
86667,79.00
88000,71.48
89333,52.99
90667,51.79
92000,50.30
93333,51.64
94667,51.33
96000,51.26
97333,50.16
98667,52.62
100000,50.81
101333,51.96
102667,51.93
104000,52.17
105333,56.97
106667,60.85
108000,67.19
109333,67.76
110667,50.98
112000,52.55
113333,52.30
114667,50.77
116000,51.08
117333,50.72
118667,50.44
120000,52.18
121333,52.54
122667,52.28
124000,52.78
125333,53.23
126667,57.61
128000,59.42
129333,67.77
130667,69.91
132000,51.89
133333,50.34
134667,51.00
136000,49.93
137333,52.24
138667,52.83
140000,50.47
141333,51.90
142667,51.21
144000,51.81
145333,51.09
146667,51.58
148000,50.77
149333,52.74
150667,55.60
152000,62.48
153333,58.59
154667,49.28
156000,50.45
157333,53.22
158667,51.63
160000,50.21
161333,52.36
162667,51.98
164000,52.41
165333,50.88
166667,51.87
168000,55.67
169333,51.25
170667,53.05
172000,51.98
173333,53.11
174667,57.45
176000,59.88
177333,52.08
178667,51.21
180000,52.53
181333,50.57
182667,52.43
184000,51.24
185333,51.45
186667,50.42
188000,52.10
189333,51.25
190667,50.88
192000,54.46
193333,50.61
194667,52.34
196000,52.59
197333,54.18
198667,52.03
200000,52.44
201333,51.59
202667,50.26
204000,50.89
205333,51.09
206667,51.94
208000,51.61
209333,50.31
210667,54.88
212000,52.92
213333,50.40
214667,51.42
216000,50.27
217333,51.02
218667,52.58
220000,53.66
221333,53.06
222667,53.41
224000,54.20
225333,50.73
226667,53.75
228000,51.16
229333,49.05
230667,52.27
232000,52.46
233333,52.10
234667,53.25
236000,51.57
237333,52.22
238667,53.55
240000,53.64
241333,53.91
242667,50.41
244000,49.50
245333,52.50
246667,51.31
248000,51.11
249333,53.53
250667,50.50
252000,52.66
253333,50.63
254667,52.23
256000,51.97
257333,51.11
258667,53.93
260000,53.50
261333,50.20
262667,53.36
264000,50.54
265333,52.64
266667,54.55
268000,53.03
269333,51.76
270667,51.77
272000,53.51
273333,52.10
274667,50.48
276000,52.75
277333,52.47
278667,50.32
280000,51.92
281333,52.27
282667,52.31
284000,51.91
285333,51.28
286667,51.09
288000,48.56
289333,51.60
290667,49.88
292000,51.03
293333,50.80
294667,50.31
296000,49.51
297333,49.79
298667,49.64
300000,50.78
301333,51.58
302667,51.15
304000,50.46
305333,51.86
306667,49.04
308000,50.78
309333,51.53
310667,53.31
312000,50.43
313333,50.40
314667,52.07
316000,50.26
317333,50.69
318667,48.41
320000,48.13
321333,51.04
322667,50.00
324000,50.06
325333,49.14
326667,49.59
328000,50.61
329333,51.43
330667,49.25
332000,49.53
333333,49.08
334667,49.78
336000,48.16
337333,50.70
338667,51.19
340000,51.80
341333,49.35
342667,48.54
344000,49.23
345333,51.08
346667,48.47
348000,50.84
349333,48.26
350667,51.06
352000,50.29
353333,49.04
354667,48.60
356000,48.03
357333,47.48
358667,50.67
360000,47.93
361333,49.02
362667,48.68
364000,49.54
365333,47.51
366667,47.70
368000,47.76
369333,51.01
370667,50.96
372000,49.34
373333,48.91
374667,47.24
376000,48.56
377333,45.04
378667,49.09
380000,49.75
381333,46.95
382667,48.93
384000,48.42
385333,48.18
386667,46.72
388000,47.75
389333,48.78
390667,47.21
392000,47.56
393333,46.88
394667,47.57
396000,47.08
397333,47.91
398667,48.17
400000,45.18
401333,47.04
402667,47.25
404000,47.34
405333,46.35
406667,49.84
408000,47.11
409333,47.80
410667,48.08
412000,49.26
413333,48.70
414667,47.37
416000,48.56
417333,47.89
418667,45.46
420000,44.58
421333,45.43
422667,43.88
424000,48.09
425333,49.02
426667,46.96
428000,43.70
429333,45.78
430667,47.95
432000,47.11
433333,47.50
434667,48.55
436000,46.36
437333,48.39
438667,48.14
440000,46.56
441333,47.26
442667,46.96
444000,46.31
445333,46.02
446667,46.14
448000,46.13
449333,45.55
450667,45.35
452000,46.41
453333,44.80
454667,44.40
456000,45.31
457333,44.62
458667,46.05
460000,46.93
461333,44.49
462667,43.69
464000,44.25
465333,42.97
466667,45.44
468000,44.60
469333,45.58
470667,46.05
472000,44.00
473333,46.49
474667,45.66
476000,46.51
477333,44.58
478667,46.93
480000,43.82
481333,43.65
482667,45.21
484000,45.26
485333,46.31
486667,44.22
488000,44.74
489333,44.11
490667,43.37
492000,45.34
493333,44.41
494667,46.90
496000,44.48
497333,43.87
498667,47.71
500000,46.02
501333,43.91
502667,44.84
504000,44.79
505333,44.64
506667,42.32
508000,44.44
509333,43.38
510667,44.16
512000,42.65
513333,45.34
514667,43.61
516000,45.46
517333,43.59
518667,45.38
520000,43.42
521333,42.08
522667,44.55
524000,44.72
525333,43.26
526667,42.31
528000,42.27
529333,45.57
530667,43.43
532000,42.56
533333,45.60
534667,43.92
536000,44.00
537333,44.33
538667,44.20
540000,43.05
541333,41.76
542667,43.88
544000,43.00
545333,43.98
546667,44.65
548000,41.51
549333,41.85
550667,43.84
552000,43.53
553333,42.36
554667,42.12
556000,40.95
557333,44.10
558667,42.85
560000,43.73
561333,41.79
562667,42.55
564000,42.35
565333,41.12
566667,41.20
568000,43.57
569333,42.65
570667,41.10
572000,41.74
573333,41.97
574667,42.87
576000,42.54
577333,41.94
578667,42.37
580000,41.28
581333,42.53
582667,42.14
584000,42.28
585333,43.20
586667,42.03
588000,43.04
589333,40.53
590667,44.34
592000,41.04
593333,42.02
594667,39.83
596000,41.36
597333,43.81
598667,40.42
600000,41.10
601333,41.87
602667,40.84
604000,40.02
605333,41.58
606667,41.28
608000,42.70
609333,40.53
610667,40.68
612000,42.46
613333,41.40
614667,42.85
616000,41.05
617333,41.86
618667,39.75
620000,41.12
621333,39.01
622667,42.73
624000,43.04
625333,43.94
626667,41.97
628000,43.39
629333,42.07
630667,40.34
632000,41.04
633333,41.48
634667,44.67
636000,40.79
637333,43.01
638667,41.05
640000,42.54
641333,41.27
642667,42.08
644000,42.80
645333,41.72
646667,40.83
648000,41.40
649333,39.57
650667,42.93
652000,42.81
653333,41.83
654667,42.27
656000,42.63
657333,41.75
658667,37.45
660000,40.91
661333,41.56
662667,40.38
664000,42.40
665333,38.92
666667,39.29
668000,39.86
669333,42.12
670667,41.16
672000,40.94
673333,40.74
674667,40.87
676000,39.79
677333,39.56
678667,38.74
680000,40.12
681333,39.81
682667,39.55
684000,40.47
685333,42.43
686667,40.87
688000,41.03
689333,40.46
690667,39.22
692000,39.25
693333,40.32
694667,38.86
696000,41.10
697333,37.86
698667,39.11
700000,40.74
701333,39.57
702667,38.93
704000,41.25
705333,40.30
706667,38.93
708000,39.82
709333,40.30
710667,39.30
