Machine Module,SSA3032X-R,3.2.2.6.0R7
Y Axis Scale,LOG
Y Axis Unit,dBμV
Impedance,50
Number of Points,751
PreAmp State,OFF
Ref Level,+5.000000000E+00
Attenuation,30.000000,Manual
Sweep Time,7305437.000000,Auto
Start Frequency,+0.000000000E+00
Stop Frequency,+1.000000000E+06
Average Type,Log Pwr
RBW,30.000000,Manual
VBW,30.000000,Auto
Sweep Type,Continuous
Sweep Mode,Speed
Sweep Rule,Auto
Trigger Source,Free Run
Trigger Level,+0.000000000E+00
Trigger Edge,Rise
Marker,1,2,3,4,5,6,7,8
Marker Type,Normal,Off,Off,Off,Off,Off,Off,Off
Marker on Trace,A,,,,,,,
Marker Read Out,Frequency,,,,,,,
Marker X Axis,26666.66666667,,,,,,,
Marker Ampt,-54.96701563,,,,,,,
Trace Math,OFF
Trace Variable X,Trace A
Trace Variable Y,Trace B
Trace Variable Z,Trace C
Trace Name,Trace A
Trace Type,Clear Write
Trace Detector,Pos Peak
Trace Data
0,127.07
1333,53.07
2667,51.47
4000,50.50
5333,50.85
6667,48.44
8000,52.02
9333,49.76
10667,52.56
12000,48.88
13333,52.38
14667,51.38
16000,49.95
17333,52.13
18667,50.20
20000,77.58
21333,99.45
22667,62.83
24000,48.21
25333,51.45
26667,52.02
28000,50.49
29333,52.10
30667,50.37
32000,51.99
33333,50.53
34667,50.31
36000,49.23
37333,50.60
38667,52.17
40000,61.85
41333,80.79
42667,84.15
44000,59.06
45333,51.64
46667,50.73
48000,52.02
49333,48.33
50667,50.13
52000,51.51
53333,52.93
54667,50.58
56000,51.26
57333,53.25
58667,50.26
60000,50.01
61333,58.90
62667,65.76
64000,72.05
65333,51.88
66667,50.30
68000,50.42
69333,51.58
70667,50.42
72000,53.46
73333,52.81
74667,51.51
76000,49.26
77333,50.05
78667,51.87
80000,49.39
81333,58.21
82667,66.60
84000,72.37
85333,58.50
86667,52.92
88000,51.12
89333,50.87
90667,54.10
92000,50.94
93333,50.10
94667,53.21
96000,51.34
97333,51.82
98667,50.01
100000,51.73
101333,52.47
102667,51.10
104000,52.58
105333,55.78
106667,64.05
108000,53.08
109333,51.31
110667,52.12
112000,52.60
113333,50.18
114667,51.07
116000,50.44
117333,51.48
118667,53.07
120000,50.08
121333,54.91
122667,53.12
124000,56.74
125333,59.59
126667,62.92
128000,52.47
129333,51.90
130667,51.25
132000,51.45
133333,50.57
134667,51.19
136000,50.34
137333,50.50
138667,51.10
140000,50.27
141333,51.14
142667,52.18
144000,49.55
145333,52.01
146667,52.11
148000,53.05
149333,51.27
150667,52.51
152000,51.59
153333,52.76
154667,50.68
156000,53.55
157333,51.25
158667,52.23
160000,51.59
161333,53.80
162667,49.83
164000,51.40
165333,55.17
166667,55.92
168000,55.98
169333,61.99
170667,53.26
172000,50.14
173333,52.58
174667,51.59
176000,50.73
177333,51.54
178667,51.06
180000,51.35
181333,53.82
182667,52.63
184000,54.27
185333,50.57
186667,51.94
188000,53.73
189333,54.75
190667,55.93
192000,52.00
193333,51.89
194667,48.89
196000,51.74
197333,49.01
198667,52.24
200000,49.56
201333,51.62
202667,50.76
204000,54.12
205333,53.20
206667,53.96
208000,56.53
209333,53.94
210667,56.85
212000,62.75
213333,62.21
214667,50.98
216000,53.12
217333,52.09
218667,51.91
220000,53.53
221333,50.89
222667,52.98
224000,52.41
225333,50.50
226667,51.06
228000,52.34
229333,52.70
230667,53.97
232000,57.69
233333,53.47
234667,51.44
236000,51.58
237333,53.61
238667,52.96
240000,49.83
241333,49.89
242667,51.64
244000,51.23
245333,51.91
246667,51.77
248000,52.45
249333,51.41
250667,52.18
252000,54.16
253333,60.21
254667,61.09
256000,62.08
257333,52.31
258667,52.48
260000,50.85
261333,51.00
262667,52.16
264000,51.34
265333,52.77
266667,52.58
268000,51.80
269333,50.64
270667,51.95
272000,52.10
273333,51.63
274667,53.68
276000,56.64
277333,51.38
278667,50.62
280000,49.61
281333,51.64
282667,52.33
284000,49.19
285333,50.79
286667,51.45
288000,49.43
289333,51.12
290667,50.80
292000,53.23
293333,54.00
294667,57.54
296000,51.44
297333,56.29
298667,56.35
300000,60.20
301333,50.61
302667,51.12
304000,48.80
305333,49.39
306667,49.47
308000,50.47
309333,50.32
310667,48.75
312000,50.60
313333,50.91
314667,51.34
316000,50.49
317333,50.96
318667,53.66
320000,51.26
321333,52.69
322667,47.70
324000,49.67
325333,51.06
326667,50.49
328000,51.36
329333,50.92
330667,49.89
332000,52.31
333333,53.73
334667,55.79
336000,55.81
337333,57.35
338667,59.87
340000,51.71
341333,49.33
342667,49.66
344000,50.21
345333,48.55
346667,48.94
348000,49.84
349333,48.52
350667,48.94
352000,49.24
353333,48.71
354667,49.53
356000,51.30
357333,49.55
358667,48.28
360000,51.69
361333,51.37
362667,52.73
364000,49.54
365333,50.43
366667,48.84
368000,48.72
369333,49.37
370667,50.66
372000,48.40
373333,53.54
374667,51.88
376000,53.84
377333,54.32
378667,54.60
380000,55.51
381333,58.45
382667,59.65
384000,50.43
385333,48.52
386667,47.78
388000,51.22
389333,47.54
390667,49.27
392000,47.33
393333,47.89
394667,47.04
396000,48.60
397333,47.76
398667,52.85
400000,59.61
401333,55.43
402667,48.26
404000,52.16
405333,46.29
406667,50.99
408000,49.14
409333,49.00
410667,49.08
412000,48.10
413333,47.11
414667,48.81
416000,48.61
417333,47.22
418667,48.00
420000,49.79
421333,51.72
422667,53.01
424000,57.57
425333,60.17
426667,52.96
428000,46.18
429333,46.65
430667,45.77
432000,49.45
433333,47.35
434667,44.43
436000,47.21
437333,46.98
438667,47.73
440000,46.42
441333,47.91
442667,48.29
444000,49.42
445333,54.96
446667,47.16
448000,45.58
449333,47.94
450667,47.45
452000,47.54
453333,51.21
454667,48.20
456000,48.73
457333,51.88
458667,45.40
460000,47.39
461333,46.92
462667,47.71
464000,48.19
465333,50.04
466667,50.29
468000,53.49
469333,58.80
470667,45.35
472000,46.75
473333,46.18
474667,47.75
476000,47.71
477333,49.64
478667,48.67
480000,46.15
481333,46.29
482667,46.14
484000,45.74
485333,45.71
486667,48.33
488000,53.36
489333,51.45
490667,44.52
492000,44.96
493333,47.91
494667,46.77
496000,51.16
497333,50.79
498667,52.63
500000,51.75
501333,52.62
502667,52.62
504000,54.79
505333,56.31
506667,58.14
508000,58.65
509333,44.23
510667,46.18
512000,47.86
513333,46.05
514667,46.69
516000,45.98
517333,47.28
518667,44.68
520000,44.84
521333,46.70
522667,47.01
524000,44.36
525333,48.67
526667,54.13
528000,59.34
529333,54.27
530667,51.13
532000,50.23
533333,49.47
534667,50.32
536000,51.03
537333,45.17
538667,46.08
540000,43.80
541333,46.15
542667,43.99
544000,46.62
545333,47.09
546667,48.12
548000,49.05
549333,51.21
550667,52.90
552000,55.79
553333,55.31
554667,47.10
556000,46.06
557333,44.79
558667,46.97
560000,46.69
561333,47.25
562667,48.80
564000,49.16
565333,49.74
566667,45.01
568000,48.18
569333,53.07
570667,56.44
572000,51.79
573333,44.38
574667,44.26
576000,43.79
577333,49.03
578667,55.03
580000,49.12
581333,48.10
582667,47.70
584000,48.05
585333,48.12
586667,50.35
588000,49.71
589333,49.53
590667,49.42
592000,47.60
593333,51.38
594667,53.93
596000,56.24
597333,57.71
598667,62.64
600000,46.76
601333,45.48
602667,47.90
604000,49.18
605333,49.34
606667,50.81
608000,49.46
609333,49.25
610667,49.01
612000,47.88
613333,51.11
614667,54.53
616000,56.56
617333,48.91
618667,44.55
620000,45.24
621333,43.22
622667,47.20
624000,48.92
625333,53.76
626667,54.28
628000,55.53
629333,55.55
630667,57.32
632000,61.16
633333,61.52
634667,63.60
636000,49.95
637333,49.11
638667,53.40
640000,56.20
641333,59.62
642667,64.79
644000,48.60
645333,46.05
646667,45.15
648000,46.86
649333,52.59
650667,53.24
652000,53.07
653333,53.35
654667,53.02
656000,53.13
657333,52.89
658667,56.64
660000,55.68
661333,58.32
662667,42.34
664000,42.50
665333,45.69
666667,46.93
668000,49.13
669333,48.22
670667,51.26
672000,51.02
673333,57.47
674667,61.10
676000,63.09
677333,59.39
678667,54.83
680000,46.80
681333,48.45
682667,48.34
684000,51.55
685333,57.74
686667,54.88
688000,55.07
689333,44.75
690667,45.65
692000,45.65
693333,47.62
694667,49.32
696000,49.96
697333,51.46
698667,53.70
700000,56.06
701333,57.70
702667,56.93
704000,59.39
705333,59.23
706667,46.09
708000,47.11
709333,46.11
710667,45.51
